,time,thscode,netAssetValue
0,2017-04-28,004347.OF,0.91
1,2017-05-31,004347.OF,0.8615
2,2017-06-30,004347.OF,0.9074
3,2017-07-31,004347.OF,0.8977
4,2017-08-31,004347.OF,0.9523
5,2017-09-29,004347.OF,0.9825
6,2017-10-31,004347.OF,0.9838
7,2017-11-30,004347.OF,0.9384
8,2017-12-29,004347.OF,0.9278
9,2018-01-31,004347.OF,0.8651
10,2018-02-28,004347.OF,0.8872
11,2018-03-30,004347.OF,0.9673
12,2018-04-27,004347.OF,0.9357
13,2018-05-31,004347.OF,0.8639
14,2018-06-29,004347.OF,0.8042
15,2018-07-31,004347.OF,0.8064
16,2018-08-31,004347.OF,0.7684
17,2018-09-28,004347.OF,0.7447
18,2018-10-31,004347.OF,0.6583
19,2018-11-30,004347.OF,0.6728
20,2018-12-28,004347.OF,0.6355
21,2019-01-31,004347.OF,0.6425
22,2019-02-28,004347.OF,0.8057
23,2019-03-29,004347.OF,0.9298
24,2019-04-30,004347.OF,0.8728
25,2019-05-31,004347.OF,0.824
26,2019-06-28,004347.OF,0.8412
27,2019-07-31,004347.OF,0.8723
28,2019-08-30,004347.OF,0.9296
29,2019-09-30,004347.OF,0.9805
30,2019-10-31,004347.OF,0.968
31,2019-11-29,004347.OF,0.9768
32,2019-12-31,004347.OF,1.07
33,2020-01-23,004347.OF,1.1713
34,2020-02-28,004347.OF,1.2548
35,2020-03-31,004347.OF,1.0684
36,2020-04-30,004347.OF,1.1755
37,2020-05-29,004347.OF,1.1612
38,2020-06-30,004347.OF,1.2748
39,2020-07-31,004347.OF,1.3775
40,2020-08-31,004347.OF,1.3524
41,2020-09-30,004347.OF,1.2394
42,2020-10-30,004347.OF,1.1889
43,2020-11-30,004347.OF,1.2024
44,2020-12-31,004347.OF,1.1484
45,2021-01-29,004347.OF,1.1054
46,2021-02-26,004347.OF,1.0905
47,2021-03-31,004347.OF,1.0471
48,2021-04-30,004347.OF,1.0728
49,2021-05-31,004347.OF,1.131
50,2021-06-30,004347.OF,1.2362
51,2021-07-30,004347.OF,1.2962
52,2021-08-31,004347.OF,1.2133
53,2021-09-30,004347.OF,1.1895
54,2021-10-29,004347.OF,1.198
55,2021-11-30,004347.OF,1.323
56,2021-12-31,004347.OF,1.3152
57,2022-01-28,004347.OF,1.1567
58,2022-02-28,004347.OF,1.1808
59,2022-03-01,004347.OF,1.1837
