,time,thscode,netAssetValue
0,2017-04-28,001162.OF,0.925
1,2017-05-31,001162.OF,0.967
2,2017-06-30,001162.OF,1.009
3,2017-07-31,001162.OF,1.03
4,2017-08-31,001162.OF,1.049
5,2017-09-29,001162.OF,1.083
6,2017-10-31,001162.OF,1.167
7,2017-11-30,001162.OF,1.128
8,2017-12-29,001162.OF,1.214
9,2018-01-31,001162.OF,1.214
10,2018-02-28,001162.OF,1.157
11,2018-03-30,001162.OF,1.143
12,2018-04-27,001162.OF,1.102
13,2018-05-31,001162.OF,1.234
14,2018-06-29,001162.OF,1.148
15,2018-07-31,001162.OF,1.079
16,2018-08-31,001162.OF,0.979
17,2018-09-28,001162.OF,0.98
18,2018-10-31,001162.OF,0.893
19,2018-11-30,001162.OF,0.874
20,2018-12-28,001162.OF,0.836
21,2019-01-31,001162.OF,0.853
22,2019-02-28,001162.OF,1.001
23,2019-03-29,001162.OF,1.006
24,2019-04-30,001162.OF,0.952
25,2019-05-31,001162.OF,0.96
26,2019-06-28,001162.OF,1.16
27,2019-07-31,001162.OF,1.137
28,2019-08-30,001162.OF,1.199
29,2019-09-30,001162.OF,1.177
30,2019-10-31,001162.OF,1.162
31,2019-11-29,001162.OF,1.149
32,2019-12-31,001162.OF,1.301
33,2020-01-23,001162.OF,1.265
34,2020-02-28,001162.OF,1.3
35,2020-03-31,001162.OF,1.251
36,2020-04-30,001162.OF,1.306
37,2020-05-29,001162.OF,1.283
38,2020-06-30,001162.OF,1.383
39,2020-07-31,001162.OF,1.54
40,2020-08-31,001162.OF,1.628
41,2020-09-30,001162.OF,1.565
42,2020-10-30,001162.OF,1.62
43,2020-11-30,001162.OF,1.731
44,2020-12-31,001162.OF,1.769
45,2021-01-29,001162.OF,1.823
46,2021-02-26,001162.OF,1.828
47,2021-03-31,001162.OF,1.761
48,2021-04-30,001162.OF,1.761
49,2021-05-31,001162.OF,1.835
50,2021-06-30,001162.OF,1.789
51,2021-07-30,001162.OF,1.636
52,2021-08-31,001162.OF,1.612
53,2021-09-30,001162.OF,1.656
54,2021-10-29,001162.OF,1.641
55,2021-11-30,001162.OF,1.596
56,2021-12-31,001162.OF,1.686
57,2022-01-28,001162.OF,1.604
58,2022-02-28,001162.OF,1.615
59,2022-03-01,001162.OF,1.639
