,time,thscode,netAssetValue
0,2017-04-28,159906.OF,0.934
1,2017-05-31,159906.OF,0.911
2,2017-06-30,159906.OF,0.986
3,2017-07-31,159906.OF,0.949
4,2017-08-31,159906.OF,0.993
5,2017-09-29,159906.OF,1.015
6,2017-10-31,159906.OF,1.08
7,2017-11-30,159906.OF,1.031
8,2017-12-29,159906.OF,1.041
9,2018-01-31,159906.OF,1.018
10,2018-02-28,159906.OF,1.044
11,2018-03-30,159906.OF,1.052
12,2018-04-27,159906.OF,0.99
13,2018-05-31,159906.OF,0.967
14,2018-06-29,159906.OF,0.886
15,2018-07-31,159906.OF,0.876
16,2018-08-31,159906.OF,0.792
17,2018-09-28,159906.OF,0.755
18,2018-10-31,159906.OF,0.684
19,2018-11-30,159906.OF,0.684
20,2018-12-28,159906.OF,0.611
21,2019-01-31,159906.OF,0.639
22,2019-02-28,159906.OF,0.811
23,2019-03-29,159906.OF,0.883
24,2019-04-30,159906.OF,0.827
25,2019-05-31,159906.OF,0.736
26,2019-06-28,159906.OF,0.78
27,2019-07-31,159906.OF,0.82
28,2019-08-30,159906.OF,0.837
29,2019-09-30,159906.OF,0.873
30,2019-10-31,159906.OF,0.904
31,2019-11-29,159906.OF,0.9
32,2019-12-31,159906.OF,0.986
33,2020-01-23,159906.OF,1.07
34,2020-02-28,159906.OF,1.186
35,2020-03-31,159906.OF,1.062
36,2020-04-30,159906.OF,1.163
37,2020-05-29,159906.OF,1.191
38,2020-06-30,159906.OF,1.422
39,2020-07-31,159906.OF,1.616
40,2020-08-31,159906.OF,1.583
41,2020-09-30,159906.OF,1.488
42,2020-10-30,159906.OF,1.499
43,2020-11-30,159906.OF,1.436
44,2020-12-31,159906.OF,1.568
45,2021-01-29,159906.OF,1.637
46,2021-02-26,159906.OF,1.576
47,2021-03-31,159906.OF,1.473
48,2021-04-30,159906.OF,1.651
49,2021-05-31,159906.OF,1.682
50,2021-06-30,159906.OF,1.699
51,2021-07-30,159906.OF,1.547
52,2021-08-31,159906.OF,1.451
53,2021-09-30,159906.OF,1.438
54,2021-10-29,159906.OF,1.446
55,2021-11-30,159906.OF,1.501
56,2021-12-31,159906.OF,1.522
57,2022-01-28,159906.OF,1.327
58,2022-02-28,159906.OF,1.328
59,2022-03-01,159906.OF,1.325
