,time,thscode,netAssetValue
0,2017-04-28,160119.OF,1.5204
1,2017-05-31,160119.OF,1.4327
2,2017-06-30,160119.OF,1.5105
3,2017-07-31,160119.OF,1.5503
4,2017-08-31,160119.OF,1.5912
5,2017-09-29,160119.OF,1.6222
6,2017-10-31,160119.OF,1.6119
7,2017-11-30,160119.OF,1.5427
8,2017-12-29,160119.OF,1.5411
9,2018-01-31,160119.OF,1.5261
10,2018-02-28,160119.OF,1.4851
11,2018-03-30,160119.OF,1.506
12,2018-04-27,160119.OF,1.4474
13,2018-05-31,160119.OF,1.4266
14,2018-06-29,160119.OF,1.305
15,2018-07-31,160119.OF,1.3015
16,2018-08-31,160119.OF,1.2147
17,2018-09-28,160119.OF,1.2129
18,2018-10-31,160119.OF,1.0868
19,2018-11-30,160119.OF,1.116
20,2018-12-28,160119.OF,1.0672
21,2019-01-31,160119.OF,1.0696
22,2019-02-28,160119.OF,1.2735
23,2019-03-29,160119.OF,1.394
24,2019-04-30,160119.OF,1.3372
25,2019-05-31,160119.OF,1.2459
26,2019-06-28,160119.OF,1.2586
27,2019-07-31,160119.OF,1.2523
28,2019-08-30,160119.OF,1.2498
29,2019-09-30,160119.OF,1.2633
30,2019-10-31,160119.OF,1.2578
31,2019-11-29,160119.OF,1.2528
32,2019-12-31,160119.OF,1.3466
33,2020-01-23,160119.OF,1.3732
34,2020-02-28,160119.OF,1.3885
35,2020-03-31,160119.OF,1.2873
36,2020-04-30,160119.OF,1.3645
37,2020-05-29,160119.OF,1.3803
38,2020-06-30,160119.OF,1.5025
39,2020-07-31,160119.OF,1.6981
40,2020-08-31,160119.OF,1.7238
41,2020-09-30,160119.OF,1.6082
42,2020-10-30,160119.OF,1.5904
43,2020-11-30,160119.OF,1.645
44,2020-12-31,160119.OF,1.6618
45,2021-01-29,160119.OF,1.6544
46,2021-02-26,160119.OF,1.6596
47,2021-03-31,160119.OF,1.6339
48,2021-04-30,160119.OF,1.6938
49,2021-05-31,160119.OF,1.7597
50,2021-06-30,160119.OF,1.7871
51,2021-07-30,160119.OF,1.7859
52,2021-08-31,160119.OF,1.9089
53,2021-09-30,160119.OF,1.8714
54,2021-10-29,160119.OF,1.8516
55,2021-11-30,160119.OF,1.9112
56,2021-12-31,160119.OF,1.9359
57,2022-01-28,160119.OF,1.7421
58,2022-02-28,160119.OF,1.8109
59,2022-03-01,160119.OF,1.8159
