,time,thscode,netAssetValue
0,2017-04-28,001396.OF,0.691
1,2017-05-31,001396.OF,0.682
2,2017-06-30,001396.OF,0.717
3,2017-07-31,001396.OF,0.724
4,2017-08-31,001396.OF,0.748
5,2017-09-29,001396.OF,0.761
6,2017-10-31,001396.OF,0.783
7,2017-11-30,001396.OF,0.751
8,2017-12-29,001396.OF,0.764
9,2018-01-31,001396.OF,0.776
10,2018-02-28,001396.OF,0.731
11,2018-03-30,001396.OF,0.713
12,2018-04-27,001396.OF,0.68
13,2018-05-31,001396.OF,0.706
14,2018-06-29,001396.OF,0.658
15,2018-07-31,001396.OF,0.654
16,2018-08-31,001396.OF,0.61
17,2018-09-28,001396.OF,0.61
18,2018-10-31,001396.OF,0.555
19,2018-11-30,001396.OF,0.554
20,2018-12-28,001396.OF,0.549
21,2019-01-31,001396.OF,0.558
22,2019-02-28,001396.OF,0.63
23,2019-03-29,001396.OF,0.686
24,2019-04-30,001396.OF,0.68
25,2019-05-31,001396.OF,0.639
26,2019-06-28,001396.OF,0.674
27,2019-07-31,001396.OF,0.698
28,2019-08-30,001396.OF,0.73
29,2019-09-30,001396.OF,0.74
30,2019-10-31,001396.OF,0.761
31,2019-11-29,001396.OF,0.764
32,2019-12-31,001396.OF,0.825
33,2020-01-23,001396.OF,0.847
34,2020-02-28,001396.OF,0.863
35,2020-03-31,001396.OF,0.771
36,2020-04-30,001396.OF,0.828
37,2020-05-29,001396.OF,0.835
38,2020-06-30,001396.OF,0.947
39,2020-07-31,001396.OF,1.118
40,2020-08-31,001396.OF,1.137
41,2020-09-30,001396.OF,1.089
42,2020-10-30,001396.OF,1.174
43,2020-11-30,001396.OF,1.155
44,2020-12-31,001396.OF,1.275
45,2021-01-29,001396.OF,1.337
46,2021-02-26,001396.OF,1.357
47,2021-03-31,001396.OF,1.302
48,2021-04-30,001396.OF,1.381
49,2021-05-31,001396.OF,1.469
50,2021-06-30,001396.OF,1.53
51,2021-07-30,001396.OF,1.495
52,2021-08-31,001396.OF,1.452
53,2021-09-30,001396.OF,1.397
54,2021-10-29,001396.OF,1.462
55,2021-11-30,001396.OF,1.537
56,2021-12-31,001396.OF,1.486
57,2022-01-28,001396.OF,1.334
58,2022-02-28,001396.OF,1.35
59,2022-03-01,001396.OF,1.355
