,time,thscode,netAssetValue
0,2017-04-28,510110.OF,3.029
1,2017-05-31,510110.OF,3.2
2,2017-06-30,510110.OF,3.296
3,2017-07-31,510110.OF,3.492
4,2017-08-31,510110.OF,3.624
5,2017-09-29,510110.OF,3.542
6,2017-10-31,510110.OF,3.626
7,2017-11-30,510110.OF,3.763
8,2017-12-29,510110.OF,3.71
9,2018-01-31,510110.OF,4.064
10,2018-02-28,510110.OF,3.708
11,2018-03-30,510110.OF,3.508
12,2018-04-27,510110.OF,3.421
13,2018-05-31,510110.OF,3.345
14,2018-06-29,510110.OF,3.138
15,2018-07-31,510110.OF,3.274
16,2018-08-31,510110.OF,3.226
17,2018-09-28,510110.OF,3.4
18,2018-10-31,510110.OF,3.299
19,2018-11-30,510110.OF,3.228
20,2018-12-28,510110.OF,3.013
21,2019-01-31,510110.OF,3.27
22,2019-02-28,510110.OF,3.617
23,2019-03-29,510110.OF,3.711
24,2019-04-30,510110.OF,3.805
25,2019-05-31,510110.OF,3.57
26,2019-06-28,510110.OF,3.847
27,2019-07-31,510110.OF,3.86
28,2019-08-30,510110.OF,3.72
29,2019-09-30,510110.OF,3.762
30,2019-10-31,510110.OF,3.804
31,2019-11-29,510110.OF,3.741
32,2019-12-31,510110.OF,3.967
33,2020-01-23,510110.OF,3.802
34,2020-02-28,510110.OF,3.614
35,2020-03-31,510110.OF,3.379
36,2020-04-30,510110.OF,3.562
37,2020-05-29,510110.OF,3.449
38,2020-06-30,510110.OF,3.537
39,2020-07-31,510110.OF,3.856
40,2020-08-31,510110.OF,3.997
41,2020-09-30,510110.OF,3.901
42,2020-10-30,510110.OF,3.949
43,2020-11-30,510110.OF,4.302
44,2020-12-31,510110.OF,4.252
45,2021-01-29,510110.OF,4.279
46,2021-02-26,510110.OF,4.448
47,2021-03-31,510110.OF,4.238
48,2021-04-30,510110.OF,4.145
49,2021-05-31,510110.OF,4.328
50,2021-06-30,510110.OF,4.17
51,2021-07-30,510110.OF,3.845
52,2021-08-31,510110.OF,4.049
53,2021-09-30,510110.OF,3.974
54,2021-10-29,510110.OF,4.055
55,2021-11-30,510110.OF,3.913
56,2021-12-31,510110.OF,3.9837
57,2022-01-28,510110.OF,3.9285
58,2022-02-28,510110.OF,4.0378
59,2022-03-01,510110.OF,4.0596
