,time,thscode,netAssetValue
0,2017-04-28,001319.OF,0.7314
1,2017-05-31,001319.OF,0.7219
2,2017-06-30,001319.OF,0.7691
3,2017-07-31,001319.OF,0.7757
4,2017-08-31,001319.OF,0.7789
5,2017-09-29,001319.OF,0.7958
6,2017-10-31,001319.OF,0.8325
7,2017-11-30,001319.OF,0.7891
8,2017-12-29,001319.OF,0.8039
9,2018-01-31,001319.OF,0.8139
10,2018-02-28,001319.OF,0.7913
11,2018-03-30,001319.OF,0.7773
12,2018-04-27,001319.OF,0.7239
13,2018-05-31,001319.OF,0.7168
14,2018-06-29,001319.OF,0.6773
15,2018-07-31,001319.OF,0.6649
16,2018-08-31,001319.OF,0.6448
17,2018-09-28,001319.OF,0.6388
18,2018-10-31,001319.OF,0.5849
19,2018-11-30,001319.OF,0.5863
20,2018-12-28,001319.OF,0.5743
21,2019-01-31,001319.OF,0.5848
22,2019-02-28,001319.OF,0.6716
23,2019-03-29,001319.OF,0.7148
24,2019-04-30,001319.OF,0.6803
25,2019-05-31,001319.OF,0.6225
26,2019-06-28,001319.OF,0.6564
27,2019-07-31,001319.OF,0.6996
28,2019-08-30,001319.OF,0.7398
29,2019-09-30,001319.OF,0.775
30,2019-10-31,001319.OF,0.796
31,2019-11-29,001319.OF,0.8172
32,2019-12-31,001319.OF,0.8886
33,2020-01-23,001319.OF,0.9909
34,2020-02-28,001319.OF,1.0673
35,2020-03-31,001319.OF,0.9108
36,2020-04-30,001319.OF,1.0131
37,2020-05-29,001319.OF,0.9975
38,2020-06-30,001319.OF,1.1691
39,2020-07-31,001319.OF,1.3017
40,2020-08-31,001319.OF,1.251
41,2020-09-30,001319.OF,1.1886
42,2020-10-30,001319.OF,1.1857
43,2020-11-30,001319.OF,1.2065
44,2020-12-31,001319.OF,1.2843
45,2021-01-29,001319.OF,1.3205
46,2021-02-26,001319.OF,1.1975
47,2021-03-31,001319.OF,1.126
48,2021-04-30,001319.OF,1.1954
49,2021-05-31,001319.OF,1.225
50,2021-06-30,001319.OF,1.347
51,2021-07-30,001319.OF,1.3439
52,2021-08-31,001319.OF,1.2485
53,2021-09-30,001319.OF,1.2519
54,2021-10-29,001319.OF,1.2712
55,2021-11-30,001319.OF,1.2746
56,2021-12-31,001319.OF,1.3124
57,2022-01-28,001319.OF,1.2041
58,2022-02-28,001319.OF,1.1485
59,2022-03-01,001319.OF,1.1449
