,time,thscode,netAssetValue
0,2017-04-28,040190.OF,1.268
1,2017-05-31,040190.OF,1.285
2,2017-06-30,040190.OF,1.345
3,2017-07-31,040190.OF,1.344
4,2017-08-31,040190.OF,1.372
5,2017-09-29,040190.OF,1.386
6,2017-10-31,040190.OF,1.416
7,2017-11-30,040190.OF,1.412
8,2017-12-29,040190.OF,1.413
9,2018-01-31,040190.OF,1.473
10,2018-02-28,040190.OF,1.4
11,2018-03-30,040190.OF,1.37
12,2018-04-27,040190.OF,1.33
13,2018-05-31,040190.OF,1.358
14,2018-06-29,040190.OF,1.228
15,2018-07-31,040190.OF,1.243
16,2018-08-31,040190.OF,1.177
17,2018-09-28,040190.OF,1.205
18,2018-10-31,040190.OF,1.093
19,2018-11-30,040190.OF,1.106
20,2018-12-28,040190.OF,1.063
21,2019-01-31,040190.OF,1.096
22,2019-02-28,040190.OF,1.265
23,2019-03-29,040190.OF,1.316
24,2019-04-30,040190.OF,1.298
25,2019-05-31,040190.OF,1.2
26,2019-06-28,040190.OF,1.248
27,2019-07-31,040190.OF,1.245
28,2019-08-30,040190.OF,1.239
29,2019-09-30,040190.OF,1.245
30,2019-10-31,040190.OF,1.237
31,2019-11-29,040190.OF,1.23
32,2019-12-31,040190.OF,1.312
33,2020-01-23,040190.OF,1.303
34,2020-02-28,040190.OF,1.298
35,2020-03-31,040190.OF,1.208
36,2020-04-30,040190.OF,1.273
37,2020-05-29,040190.OF,1.276
38,2020-06-30,040190.OF,1.374
39,2020-07-31,040190.OF,1.543
40,2020-08-31,040190.OF,1.556
41,2020-09-30,040190.OF,1.471
42,2020-10-30,040190.OF,1.486
43,2020-11-30,040190.OF,1.531
44,2020-12-31,040190.OF,1.545
45,2021-01-29,040190.OF,1.558
46,2021-02-26,040190.OF,1.557
47,2021-03-31,040190.OF,1.514
48,2021-04-30,040190.OF,1.55
49,2021-05-31,040190.OF,1.591
50,2021-06-30,040190.OF,1.57
51,2021-07-30,040190.OF,1.47
52,2021-08-31,040190.OF,1.504
53,2021-09-30,040190.OF,1.518
54,2021-10-29,040190.OF,1.512
55,2021-11-30,040190.OF,1.5
56,2021-12-31,040190.OF,1.561
57,2022-01-28,040190.OF,1.445
58,2022-02-28,040190.OF,1.475
59,2022-03-01,040190.OF,1.483
