,time,thscode,netAssetValue
0,2017-04-28,110030.OF,1.9394
1,2017-05-31,110030.OF,1.9639
2,2017-06-30,110030.OF,2.0992
3,2017-07-31,110030.OF,2.2342
4,2017-08-31,110030.OF,2.2597
5,2017-09-29,110030.OF,2.2763
6,2017-10-31,110030.OF,2.4045
7,2017-11-30,110030.OF,2.4019
8,2017-12-29,110030.OF,2.4005
9,2018-01-31,110030.OF,2.5185
10,2018-02-28,110030.OF,2.3976
11,2018-03-30,110030.OF,2.2926
12,2018-04-27,110030.OF,2.2283
13,2018-05-31,110030.OF,2.2687
14,2018-06-29,110030.OF,2.1385
15,2018-07-31,110030.OF,2.1733
16,2018-08-31,110030.OF,2.0612
17,2018-09-28,110030.OF,2.1035
18,2018-10-31,110030.OF,1.9581
19,2018-11-30,110030.OF,1.9438
20,2018-12-28,110030.OF,1.8446
21,2019-01-31,110030.OF,1.9466
22,2019-02-28,110030.OF,2.1765
23,2019-03-29,110030.OF,2.3233
24,2019-04-30,110030.OF,2.3776
25,2019-05-31,110030.OF,2.2164
26,2019-06-28,110030.OF,2.3545
27,2019-07-31,110030.OF,2.3989
28,2019-08-30,110030.OF,2.373
29,2019-09-30,110030.OF,2.3814
30,2019-10-31,110030.OF,2.4283
31,2019-11-29,110030.OF,2.3941
32,2019-12-31,110030.OF,2.5321
33,2020-01-23,110030.OF,2.4952
34,2020-02-28,110030.OF,2.4589
35,2020-03-31,110030.OF,2.3319
36,2020-04-30,110030.OF,2.4795
37,2020-05-29,110030.OF,2.4641
38,2020-06-30,110030.OF,2.7059
39,2020-07-31,110030.OF,3.0785
40,2020-08-31,110030.OF,3.1785
41,2020-09-30,110030.OF,3.0528
42,2020-10-30,110030.OF,3.1103
43,2020-11-30,110030.OF,3.2367
44,2020-12-31,110030.OF,3.3999
45,2021-01-29,110030.OF,3.4815
46,2021-02-26,110030.OF,3.4206
47,2021-03-31,110030.OF,3.2182
48,2021-04-30,110030.OF,3.3234
49,2021-05-31,110030.OF,3.4774
50,2021-06-30,110030.OF,3.4614
51,2021-07-30,110030.OF,3.1977
52,2021-08-31,110030.OF,3.159
53,2021-09-30,110030.OF,3.2369
54,2021-10-29,110030.OF,3.3029
55,2021-11-30,110030.OF,3.2375
56,2021-12-31,110030.OF,3.2973
57,2022-01-28,110030.OF,3.0353
58,2022-02-28,110030.OF,3.0342
59,2022-03-01,110030.OF,3.059
