,time,thscode,netAssetValue
0,2017-04-28,000248.OF,1.1002
1,2017-05-31,000248.OF,1.1244
2,2017-06-30,000248.OF,1.2148
3,2017-07-31,000248.OF,1.2256
4,2017-08-31,000248.OF,1.2666
5,2017-09-29,000248.OF,1.3474
6,2017-10-31,000248.OF,1.4655
7,2017-11-30,000248.OF,1.4228
8,2017-12-29,000248.OF,1.561
9,2018-01-31,000248.OF,1.643
10,2018-02-28,000248.OF,1.5308
11,2018-03-30,000248.OF,1.4535
12,2018-04-27,000248.OF,1.4423
13,2018-05-31,000248.OF,1.6342
14,2018-06-29,000248.OF,1.5153
15,2018-07-31,000248.OF,1.4948
16,2018-08-31,000248.OF,1.3512
17,2018-09-28,000248.OF,1.4475
18,2018-10-31,000248.OF,1.1685
19,2018-11-30,000248.OF,1.241
20,2018-12-28,000248.OF,1.2394
21,2019-01-31,000248.OF,1.335
22,2019-02-28,000248.OF,1.5116
23,2019-03-29,000248.OF,1.7369
24,2019-04-30,000248.OF,1.8538
25,2019-05-31,000248.OF,1.8167
26,2019-06-28,000248.OF,1.9163
27,2019-07-31,000248.OF,1.9263
28,2019-08-30,000248.OF,2.0485
29,2019-09-30,000248.OF,1.9483
30,2019-10-31,000248.OF,2.0358
31,2019-11-29,000248.OF,1.9542
32,2019-12-31,000248.OF,2.0116
33,2020-01-23,000248.OF,1.9329
34,2020-02-28,000248.OF,1.962
35,2020-03-31,000248.OF,2.0523
36,2020-04-30,000248.OF,2.1759
37,2020-05-29,000248.OF,2.2427
38,2020-06-30,000248.OF,2.4564
39,2020-07-31,000248.OF,2.9122
40,2020-08-31,000248.OF,3.1877
41,2020-09-30,000248.OF,2.8733
42,2020-10-30,000248.OF,2.9728
43,2020-11-30,000248.OF,3.0092
44,2020-12-31,000248.OF,3.4071
45,2021-01-29,000248.OF,3.4698
46,2021-02-26,000248.OF,3.4108
47,2021-03-31,000248.OF,3.194
48,2021-04-30,000248.OF,3.3807
49,2021-05-31,000248.OF,3.5009
50,2021-06-30,000248.OF,3.3166
51,2021-07-30,000248.OF,2.7462
52,2021-08-31,000248.OF,2.678
53,2021-09-30,000248.OF,2.9788
54,2021-10-29,000248.OF,3.1126
55,2021-11-30,000248.OF,3.0796
56,2021-12-31,000248.OF,3.1935
57,2022-01-28,000248.OF,2.9318
58,2022-02-28,000248.OF,2.9367
59,2022-03-01,000248.OF,3.0076
