,time,thscode,netAssetValue
0,2017-04-28,163114.OF,0.9666
1,2017-05-31,163114.OF,0.9069
2,2017-06-30,163114.OF,0.9177
3,2017-07-31,163114.OF,0.9092
4,2017-08-31,163114.OF,0.9393
5,2017-09-29,163114.OF,0.9816
6,2017-10-31,163114.OF,0.9895
7,2017-11-30,163114.OF,0.9334
8,2017-12-29,163114.OF,0.9305
9,2018-01-31,163114.OF,0.8864
10,2018-02-28,163114.OF,0.8588
11,2018-03-30,163114.OF,0.881
12,2018-04-27,163114.OF,0.8398
13,2018-05-31,163114.OF,0.8082
14,2018-06-29,163114.OF,0.7053
15,2018-07-31,163114.OF,0.7001
16,2018-08-31,163114.OF,0.6353
17,2018-09-28,163114.OF,0.9993
18,2018-10-31,163114.OF,0.8943
19,2018-11-30,163114.OF,0.9449
20,2018-12-28,163114.OF,0.9088
21,2019-01-31,163114.OF,0.9084
22,2019-02-28,163114.OF,1.0648
23,2019-03-29,163114.OF,1.1411
24,2019-04-30,163114.OF,1.0846
25,2019-05-31,163114.OF,1.0218
26,2019-06-28,163114.OF,1.0137
27,2019-07-31,163114.OF,1.0315
28,2019-08-30,163114.OF,1.0136
29,2019-09-30,163114.OF,1.0288
30,2019-10-31,163114.OF,1.0109
31,2019-11-29,163114.OF,1.0261
32,2019-12-31,163114.OF,1.1138
33,2020-01-23,163114.OF,1.1718
34,2020-02-28,163114.OF,1.1835
35,2020-03-31,163114.OF,1.0635
36,2020-04-30,163114.OF,1.1198
37,2020-05-29,163114.OF,1.1151
38,2020-06-30,163114.OF,1.2105
39,2020-07-31,163114.OF,1.4252
40,2020-08-31,163114.OF,1.4575
41,2020-09-30,163114.OF,1.4543
42,2020-10-30,163114.OF,0.9974
43,2020-11-30,163114.OF,1.0324
44,2020-12-31,163114.OF,1.1962
45,2021-01-29,163114.OF,1.2612
46,2021-02-26,163114.OF,1.1938
47,2021-03-31,163114.OF,1.1572
48,2021-04-30,163114.OF,1.2288
49,2021-05-31,163114.OF,1.3444
50,2021-06-30,163114.OF,1.505
51,2021-07-30,163114.OF,1.6519
52,2021-08-31,163114.OF,1.7936
53,2021-09-30,163114.OF,1.787
54,2021-10-29,163114.OF,1.9306
55,2021-11-30,163114.OF,1.8959
56,2021-12-31,163114.OF,1.8052
57,2022-01-28,163114.OF,1.6169
58,2022-02-28,163114.OF,1.6955
59,2022-03-01,163114.OF,1.6993
