,time,thscode,netAssetValue
0,2017-04-28,530015.OF,1.5465
1,2017-05-31,530015.OF,1.5614
2,2017-06-30,530015.OF,1.7057
3,2017-07-31,530015.OF,1.7362
4,2017-08-31,530015.OF,1.7505
5,2017-09-29,530015.OF,1.795
6,2017-10-31,530015.OF,1.9177
7,2017-11-30,530015.OF,1.9211
8,2017-12-29,530015.OF,1.9752
9,2018-01-31,530015.OF,2.1456
10,2018-02-28,530015.OF,1.9979
11,2018-03-30,530015.OF,1.9116
12,2018-04-27,530015.OF,1.8299
13,2018-05-31,530015.OF,1.8731
14,2018-06-29,530015.OF,1.7427
15,2018-07-31,530015.OF,1.7274
16,2018-08-31,530015.OF,1.64
17,2018-09-28,530015.OF,1.6795
18,2018-10-31,530015.OF,1.5645
19,2018-11-30,530015.OF,1.5934
20,2018-12-28,530015.OF,1.5366
21,2019-01-31,530015.OF,1.6723
22,2019-02-28,530015.OF,1.9044
23,2019-03-29,530015.OF,2.0725
24,2019-04-30,530015.OF,2.1292
25,2019-05-31,530015.OF,2.0108
26,2019-06-28,530015.OF,2.0796
27,2019-07-31,530015.OF,2.1163
28,2019-08-30,530015.OF,2.0747
29,2019-09-30,530015.OF,2.0831
30,2019-10-31,530015.OF,2.1326
31,2019-11-29,530015.OF,2.1311
32,2019-12-31,530015.OF,2.3274
33,2020-01-23,530015.OF,2.2603
34,2020-02-28,530015.OF,2.2407
35,2020-03-31,530015.OF,2.0377
36,2020-04-30,530015.OF,2.1369
37,2020-05-29,530015.OF,2.1291
38,2020-06-30,530015.OF,2.2744
39,2020-07-31,530015.OF,2.5207
40,2020-08-31,530015.OF,2.6201
41,2020-09-30,530015.OF,2.5327
42,2020-10-30,530015.OF,2.6498
43,2020-11-30,530015.OF,2.9021
44,2020-12-31,530015.OF,2.9345
45,2021-01-29,530015.OF,3.0122
46,2021-02-26,530015.OF,3.0779
47,2021-03-31,530015.OF,2.9622
48,2021-04-30,530015.OF,2.9996
49,2021-05-31,530015.OF,3.0272
50,2021-06-30,530015.OF,2.9319
51,2021-07-30,530015.OF,2.7345
52,2021-08-31,530015.OF,2.7778
53,2021-09-30,530015.OF,2.8293
54,2021-10-29,530015.OF,2.718
55,2021-11-30,530015.OF,2.6674
56,2021-12-31,530015.OF,2.803
57,2022-01-28,530015.OF,2.7191
58,2022-02-28,530015.OF,2.6659
59,2022-03-01,530015.OF,2.6951
