,time,thscode,netAssetValue
0,2017-04-28,100032.OF,1.152
1,2017-05-31,100032.OF,1.165
2,2017-06-30,100032.OF,1.232
3,2017-07-31,100032.OF,1.263
4,2017-08-31,100032.OF,1.28
5,2017-09-29,100032.OF,1.29
6,2017-10-31,100032.OF,1.326
7,2017-11-30,100032.OF,1.312
8,2017-12-29,100032.OF,1.328
9,2018-01-31,100032.OF,1.221
10,2018-02-28,100032.OF,1.159
11,2018-03-30,100032.OF,1.121
12,2018-04-27,100032.OF,1.091
13,2018-05-31,100032.OF,1.116
14,2018-06-29,100032.OF,1.051
15,2018-07-31,100032.OF,1.068
16,2018-08-31,100032.OF,1.014
17,2018-09-28,100032.OF,1.045
18,2018-10-31,100032.OF,0.968
19,2018-11-30,100032.OF,0.969
20,2018-12-28,100032.OF,0.962
21,2019-01-31,100032.OF,1.004
22,2019-02-28,100032.OF,1.092
23,2019-03-29,100032.OF,1.16
24,2019-04-30,100032.OF,1.163
25,2019-05-31,100032.OF,1.104
26,2019-06-28,100032.OF,1.113
27,2019-07-31,100032.OF,1.12
28,2019-08-30,100032.OF,1.091
29,2019-09-30,100032.OF,1.091
30,2019-10-31,100032.OF,1.099
31,2019-11-29,100032.OF,1.089
32,2019-12-31,100032.OF,1.16
33,2020-01-23,100032.OF,1.131
34,2020-02-28,100032.OF,0.984
35,2020-03-31,100032.OF,0.943
36,2020-04-30,100032.OF,0.972
37,2020-05-29,100032.OF,0.961
38,2020-06-30,100032.OF,0.99
39,2020-07-31,100032.OF,1.098
40,2020-08-31,100032.OF,1.137
41,2020-09-30,100032.OF,1.082
42,2020-10-30,100032.OF,1.085
43,2020-11-30,100032.OF,1.165
44,2020-12-31,100032.OF,1.126
45,2021-01-29,100032.OF,1.106
46,2021-02-26,100032.OF,1.172
47,2021-03-31,100032.OF,1.081
48,2021-04-30,100032.OF,1.106
49,2021-05-31,100032.OF,1.154
50,2021-06-30,100032.OF,1.156
51,2021-07-30,100032.OF,1.121
52,2021-08-31,100032.OF,1.244
53,2021-09-30,100032.OF,1.208
54,2021-10-29,100032.OF,1.141
55,2021-11-30,100032.OF,1.15
56,2021-12-31,100032.OF,1.194
57,2022-01-28,100032.OF,1.157
58,2022-02-28,100032.OF,1.202
59,2022-03-01,100032.OF,1.21
