,time,thscode,netAssetValue
0,2017-04-28,167301.OF,0.988
1,2017-05-31,167301.OF,1.086
2,2017-06-30,167301.OF,1.123
3,2017-07-31,167301.OF,1.191
4,2017-08-31,167301.OF,1.261
5,2017-09-29,167301.OF,1.213
6,2017-10-31,167301.OF,1.34
7,2017-11-30,167301.OF,1.359
8,2017-12-29,167301.OF,1.348
9,2018-01-31,167301.OF,1.389
10,2018-02-28,167301.OF,1.262
11,2018-03-30,167301.OF,1.187
12,2018-04-27,167301.OF,1.134
13,2018-05-31,167301.OF,1.135
14,2018-06-29,167301.OF,1.081
15,2018-07-31,167301.OF,1.147
16,2018-08-31,167301.OF,1.13
17,2018-09-28,167301.OF,1.204
18,2018-10-31,167301.OF,1.146
19,2018-11-30,167301.OF,1.116
20,2018-12-28,167301.OF,1.005
21,2019-01-31,167301.OF,1.075
22,2019-02-28,167301.OF,1.228
23,2019-03-29,167301.OF,1.271
24,2019-04-30,167301.OF,1.349
25,2019-05-31,167301.OF,1.287
26,2019-06-28,167301.OF,1.345
27,2019-07-31,167301.OF,1.407
28,2019-08-30,167301.OF,1.374
29,2019-09-30,167301.OF,1.355
30,2019-10-31,167301.OF,1.382
31,2019-11-29,167301.OF,1.342
32,2019-12-31,167301.OF,1.392
33,2020-01-23,167301.OF,1.343
34,2020-02-28,167301.OF,1.264
35,2020-03-31,167301.OF,1.154
36,2020-04-30,167301.OF,1.232
37,2020-05-29,167301.OF,1.174
38,2020-06-30,167301.OF,1.202
39,2020-07-31,167301.OF,1.352
40,2020-08-31,167301.OF,0.937
41,2020-09-30,167301.OF,0.937
42,2020-10-30,167301.OF,0.968
43,2020-11-30,167301.OF,1.042
44,2020-12-31,167301.OF,1.008
45,2021-01-29,167301.OF,0.96
46,2021-02-26,167301.OF,1.032
47,2021-03-31,167301.OF,0.965
48,2021-04-30,167301.OF,0.931
49,2021-05-31,167301.OF,0.97
50,2021-06-30,167301.OF,0.894
51,2021-07-30,167301.OF,0.79
52,2021-08-31,167301.OF,0.791
53,2021-09-30,167301.OF,0.799
54,2021-10-29,167301.OF,0.801
55,2021-11-30,167301.OF,0.781
56,2021-12-31,167301.OF,0.789
57,2022-01-28,167301.OF,0.769
58,2022-02-28,167301.OF,0.773
59,2022-03-01,167301.OF,0.781
