,time,thscode,netAssetValue
0,2017-04-28,002315.OF,1.0075
1,2017-05-31,002315.OF,1.0213
2,2017-06-30,002315.OF,1.0744
3,2017-07-31,002315.OF,1.1041
4,2017-08-31,002315.OF,1.1204
5,2017-09-29,002315.OF,1.1334
6,2017-10-31,002315.OF,1.18
7,2017-11-30,002315.OF,1.1866
8,2017-12-29,002315.OF,1.0507
9,2018-01-31,002315.OF,1.1261
10,2018-02-28,002315.OF,1.0661
11,2018-03-30,002315.OF,1.0335
12,2018-04-27,002315.OF,0.9992
13,2018-05-31,002315.OF,1.0076
14,2018-06-29,002315.OF,0.9424
15,2018-07-31,002315.OF,0.9543
16,2018-08-31,002315.OF,0.909
17,2018-09-28,002315.OF,0.9363
18,2018-10-31,002315.OF,0.862
19,2018-11-30,002315.OF,0.8603
20,2018-12-28,002315.OF,0.8213
21,2019-01-31,002315.OF,0.8695
22,2019-02-28,002315.OF,0.975
23,2019-03-29,002315.OF,1.0305
24,2019-04-30,002315.OF,1.0521
25,2019-05-31,002315.OF,0.9862
26,2019-06-28,002315.OF,1.0402
27,2019-07-31,002315.OF,1.0642
28,2019-08-30,002315.OF,1.0795
29,2019-09-30,002315.OF,1.0882
30,2019-10-31,002315.OF,1.107
31,2019-11-29,002315.OF,1.0984
32,2019-12-31,002315.OF,1.1741
33,2020-01-23,002315.OF,1.1563
34,2020-02-28,002315.OF,1.1537
35,2020-03-31,002315.OF,1.0868
36,2020-04-30,002315.OF,1.1575
37,2020-05-29,002315.OF,1.1492
38,2020-06-30,002315.OF,1.2714
39,2020-07-31,002315.OF,1.4556
40,2020-08-31,002315.OF,1.518
41,2020-09-30,002315.OF,1.4585
42,2020-10-30,002315.OF,1.4909
43,2020-11-30,002315.OF,1.5598
44,2020-12-31,002315.OF,1.6619
45,2021-01-29,002315.OF,1.7174
46,2021-02-26,002315.OF,1.7093
47,2021-03-31,002315.OF,1.6369
48,2021-04-30,002315.OF,1.6792
49,2021-05-31,002315.OF,1.7499
50,2021-06-30,002315.OF,1.7366
51,2021-07-30,002315.OF,1.6108
52,2021-08-31,002315.OF,1.6266
53,2021-09-30,002315.OF,1.6316
54,2021-10-29,002315.OF,1.6329
55,2021-11-30,002315.OF,1.624
56,2021-12-31,002315.OF,1.6387
57,2022-01-28,002315.OF,1.5183
58,2022-02-28,002315.OF,1.5197
59,2022-03-01,002315.OF,1.5298
