,time,thscode,netAssetValue
0,2017-04-28,510650.OF,1.4602
1,2017-05-31,510650.OF,1.5673
2,2017-06-30,510650.OF,1.628
3,2017-07-31,510650.OF,1.7233
4,2017-08-31,510650.OF,1.7839
5,2017-09-29,510650.OF,1.7458
6,2017-10-31,510650.OF,1.8024
7,2017-11-30,510650.OF,1.8662
8,2017-12-29,510650.OF,1.8341
9,2018-01-31,510650.OF,2.0275
10,2018-02-28,510650.OF,1.8512
11,2018-03-30,510650.OF,1.7492
12,2018-04-27,510650.OF,1.7085
13,2018-05-31,510650.OF,1.6694
14,2018-06-29,510650.OF,1.5616
15,2018-07-31,510650.OF,1.6456
16,2018-08-31,510650.OF,1.6242
17,2018-09-28,510650.OF,1.7143
18,2018-10-31,510650.OF,1.6847
19,2018-11-30,510650.OF,1.6479
20,2018-12-28,510650.OF,1.5379
21,2019-01-31,510650.OF,1.6783
22,2019-02-28,510650.OF,1.8551
23,2019-03-29,510650.OF,1.903
24,2019-04-30,510650.OF,1.9572
25,2019-05-31,510650.OF,1.8223
26,2019-06-28,510650.OF,1.9599
27,2019-07-31,510650.OF,1.9859
28,2019-08-30,510650.OF,1.8968
29,2019-09-30,510650.OF,1.9286
30,2019-10-31,510650.OF,1.9744
31,2019-11-29,510650.OF,1.9385
32,2019-12-31,510650.OF,2.049
33,2020-01-23,510650.OF,1.9607
34,2020-02-28,510650.OF,1.8557
35,2020-03-31,510650.OF,1.7438
36,2020-04-30,510650.OF,1.8333
37,2020-05-29,510650.OF,1.7671
38,2020-06-30,510650.OF,1.8181
39,2020-07-31,510650.OF,1.9597
40,2020-08-31,510650.OF,2.0331
41,2020-09-30,510650.OF,1.9821
42,2020-10-30,510650.OF,2.0185
43,2020-11-30,510650.OF,2.1833
44,2020-12-31,510650.OF,2.1273
45,2021-01-29,510650.OF,2.1444
46,2021-02-26,510650.OF,2.2208
47,2021-03-31,510650.OF,2.1694
48,2021-04-30,510650.OF,2.0917
49,2021-05-31,510650.OF,2.2157
50,2021-06-30,510650.OF,2.1776
51,2021-07-30,510650.OF,1.9846
52,2021-08-31,510650.OF,2.0452
53,2021-09-30,510650.OF,2.1042
54,2021-10-29,510650.OF,2.1372
55,2021-11-30,510650.OF,2.0615
56,2021-12-31,510650.OF,2.1095
57,2022-01-28,510650.OF,2.1218
58,2022-02-28,510650.OF,2.1255
59,2022-03-01,510650.OF,2.1434
