,time,thscode,netAssetValue
0,2017-04-28,519673.OF,1.311
1,2017-05-31,519673.OF,1.244
2,2017-06-30,519673.OF,1.326
3,2017-07-31,519673.OF,1.287
4,2017-08-31,519673.OF,1.304
5,2017-09-29,519673.OF,1.382
6,2017-10-31,519673.OF,1.45
7,2017-11-30,519673.OF,1.367
8,2017-12-29,519673.OF,1.429
9,2018-01-31,519673.OF,1.427
10,2018-02-28,519673.OF,1.395
11,2018-03-30,519673.OF,1.398
12,2018-04-27,519673.OF,1.405
13,2018-05-31,519673.OF,1.43
14,2018-06-29,519673.OF,1.372
15,2018-07-31,519673.OF,1.373
16,2018-08-31,519673.OF,1.309
17,2018-09-28,519673.OF,1.334
18,2018-10-31,519673.OF,1.209
19,2018-11-30,519673.OF,1.213
20,2018-12-28,519673.OF,1.175
21,2019-01-31,519673.OF,1.215
22,2019-02-28,519673.OF,1.371
23,2019-03-29,519673.OF,1.496
24,2019-04-30,519673.OF,1.514
25,2019-05-31,519673.OF,1.466
26,2019-06-28,519673.OF,1.562
27,2019-07-31,519673.OF,1.585
28,2019-08-30,519673.OF,1.67
29,2019-09-30,519673.OF,1.728
30,2019-10-31,519673.OF,1.808
31,2019-11-29,519673.OF,1.783
32,2019-12-31,519673.OF,1.869
33,2020-01-23,519673.OF,1.94
34,2020-02-28,519673.OF,2.08
35,2020-03-31,519673.OF,1.993
36,2020-04-30,519673.OF,2.211
37,2020-05-29,519673.OF,2.361
38,2020-06-30,519673.OF,2.66
39,2020-07-31,519673.OF,3.048
40,2020-08-31,519673.OF,3.204
41,2020-09-30,519673.OF,3.074
42,2020-10-30,519673.OF,3.109
43,2020-11-30,519673.OF,3.08
44,2020-12-31,519673.OF,3.326
45,2021-01-29,519673.OF,3.397
46,2021-02-26,519673.OF,3.305
47,2021-03-31,519673.OF,3.247
48,2021-04-30,519673.OF,3.432
49,2021-05-31,519673.OF,3.601
50,2021-06-30,519673.OF,3.6
51,2021-07-30,519673.OF,3.357
52,2021-08-31,519673.OF,3.206
53,2021-09-30,519673.OF,3.235
54,2021-10-29,519673.OF,3.105
55,2021-11-30,519673.OF,3.31
56,2021-12-31,519673.OF,3.419
57,2022-01-28,519673.OF,2.935
58,2022-02-28,519673.OF,2.96
59,2022-03-01,519673.OF,2.947
