,time,thscode,netAssetValue
0,2017-04-28,160626.OF,1.134
1,2017-05-31,160626.OF,1.095
2,2017-06-30,160626.OF,1.178
3,2017-07-31,160626.OF,1.153
4,2017-08-31,160626.OF,1.218
5,2017-09-29,160626.OF,1.251
6,2017-10-31,160626.OF,1.303
7,2017-11-30,160626.OF,1.247
8,2017-12-29,160626.OF,1.248
9,2018-01-31,160626.OF,1.181
10,2018-02-28,160626.OF,1.215
11,2018-03-30,160626.OF,1.266
12,2018-04-27,160626.OF,1.182
13,2018-05-31,160626.OF,1.149
14,2018-06-29,160626.OF,1.068
15,2018-07-31,160626.OF,1.061
16,2018-08-31,160626.OF,1.015
17,2018-09-28,160626.OF,0.951
18,2018-10-31,160626.OF,0.841
19,2018-11-30,160626.OF,0.862
20,2018-12-28,160626.OF,0.81
21,2019-01-31,160626.OF,0.814
22,2019-02-28,160626.OF,1.036
23,2019-03-29,160626.OF,1.125
24,2019-04-30,160626.OF,1.051
25,2019-05-31,160626.OF,0.956
26,2019-06-28,160626.OF,0.994
27,2019-07-31,160626.OF,1.066
28,2019-08-30,160626.OF,1.112
29,2019-09-30,160626.OF,1.178
30,2019-10-31,160626.OF,1.178
31,2019-11-29,160626.OF,1.199
32,2019-12-31,160626.OF,1.302
33,2020-01-23,160626.OF,1.429
34,2020-02-28,160626.OF,0.978
35,2020-03-31,160626.OF,0.82
36,2020-04-30,160626.OF,0.908
37,2020-05-29,160626.OF,0.887
38,2020-06-30,160626.OF,1.042
39,2020-07-31,160626.OF,1.14
40,2020-08-31,160626.OF,1.121
41,2020-09-30,160626.OF,1.05
42,2020-10-30,160626.OF,1.052
43,2020-11-30,160626.OF,1.059
44,2020-12-31,160626.OF,1.066
45,2021-01-29,160626.OF,1.067
46,2021-02-26,160626.OF,1.021
47,2021-03-31,160626.OF,0.95
48,2021-04-30,160626.OF,1.001
49,2021-05-31,160626.OF,1.043
50,2021-06-30,160626.OF,1.119
51,2021-07-30,160626.OF,1.131
52,2021-08-31,160626.OF,1.041
53,2021-09-30,160626.OF,1.028
54,2021-10-29,160626.OF,1.048
55,2021-11-30,160626.OF,1.096
56,2021-12-31,160626.OF,1.125
57,2022-01-28,160626.OF,1.001
58,2022-02-28,160626.OF,1.002
59,2022-03-01,160626.OF,1.001
