,time,thscode,netAssetValue
0,2017-04-28,003191.OF,0.99
1,2017-05-31,003191.OF,0.979
2,2017-06-30,003191.OF,0.994
3,2017-07-31,003191.OF,1.004
4,2017-08-31,003191.OF,1.006
5,2017-09-29,003191.OF,1.013
6,2017-10-31,003191.OF,1.013
7,2017-11-30,003191.OF,1.007
8,2017-12-29,003191.OF,1.008
9,2018-01-31,003191.OF,1.018
10,2018-02-28,003191.OF,1.001
11,2018-03-30,003191.OF,1.027
12,2018-04-27,003191.OF,1.013
13,2018-05-31,003191.OF,0.995
14,2018-06-29,003191.OF,0.984
15,2018-07-31,003191.OF,0.973
16,2018-08-31,003191.OF,0.961
17,2018-09-28,003191.OF,0.949
18,2018-10-31,003191.OF,0.989
19,2018-11-30,003191.OF,0.9837
20,2018-12-28,003191.OF,0.9497
21,2019-01-31,003191.OF,0.9902
22,2019-02-28,003191.OF,1.1003
23,2019-03-29,003191.OF,1.2527
24,2019-04-30,003191.OF,1.4199
25,2019-05-31,003191.OF,1.4219
26,2019-06-28,003191.OF,1.4326
27,2019-07-31,003191.OF,1.5093
28,2019-08-30,003191.OF,1.6075
29,2019-09-30,003191.OF,1.508
30,2019-10-31,003191.OF,1.6271
31,2019-11-29,003191.OF,1.5469
32,2019-12-31,003191.OF,1.611
33,2020-01-23,003191.OF,1.5198
34,2020-02-28,003191.OF,1.5893
35,2020-03-31,003191.OF,1.593
36,2020-04-30,003191.OF,1.71
37,2020-05-29,003191.OF,1.8573
38,2020-06-30,003191.OF,2.1141
39,2020-07-31,003191.OF,2.4121
40,2020-08-31,003191.OF,2.4932
41,2020-09-30,003191.OF,2.2438
42,2020-10-30,003191.OF,2.2867
43,2020-11-30,003191.OF,2.3358
44,2020-12-31,003191.OF,2.7722
45,2021-01-29,003191.OF,2.8648
46,2021-02-26,003191.OF,2.8133
47,2021-03-31,003191.OF,2.692
48,2021-04-30,003191.OF,2.9203
49,2021-05-31,003191.OF,3.0629
50,2021-06-30,003191.OF,2.9528
51,2021-07-30,003191.OF,2.4823
52,2021-08-31,003191.OF,2.4411
53,2021-09-30,003191.OF,2.6457
54,2021-10-29,003191.OF,2.7149
55,2021-11-30,003191.OF,2.7557
56,2021-12-31,003191.OF,2.7529
57,2022-01-28,003191.OF,2.5236
58,2022-02-28,003191.OF,2.572
59,2022-03-01,003191.OF,2.6184
