,time,thscode,netAssetValue
0,2017-04-28,161811.OF,0.858
1,2017-05-31,161811.OF,0.869
2,2017-06-30,161811.OF,0.914
3,2017-07-31,161811.OF,0.939
4,2017-08-31,161811.OF,0.961
5,2017-09-29,161811.OF,0.967
6,2017-10-31,161811.OF,1.008
7,2017-11-30,161811.OF,1.006
8,2017-12-29,161811.OF,0.986
9,2018-01-31,161811.OF,1.04
10,2018-02-28,161811.OF,0.984
11,2018-03-30,161811.OF,0.952
12,2018-04-27,161811.OF,0.922
13,2018-05-31,161811.OF,0.939
14,2018-06-29,161811.OF,0.89
15,2018-07-31,161811.OF,0.899
16,2018-08-31,161811.OF,0.842
17,2018-09-28,161811.OF,0.87
18,2018-10-31,161811.OF,0.786
19,2018-11-30,161811.OF,0.784
20,2018-12-28,161811.OF,0.73
21,2019-01-31,161811.OF,0.767
22,2019-02-28,161811.OF,0.86
23,2019-03-29,161811.OF,0.904
24,2019-04-30,161811.OF,0.924
25,2019-05-31,161811.OF,0.868
26,2019-06-28,161811.OF,0.924
27,2019-07-31,161811.OF,0.942
28,2019-08-30,161811.OF,0.947
29,2019-09-30,161811.OF,0.958
30,2019-10-31,161811.OF,0.976
31,2019-11-29,161811.OF,0.971
32,2019-12-31,161811.OF,1.005
33,2020-01-23,161811.OF,1.009
34,2020-02-28,161811.OF,0.999
35,2020-03-31,161811.OF,0.938
36,2020-04-30,161811.OF,0.995
37,2020-05-29,161811.OF,0.984
38,2020-06-30,161811.OF,1.062
39,2020-07-31,161811.OF,1.201
40,2020-08-31,161811.OF,1.269
41,2020-09-30,161811.OF,1.215
42,2020-10-30,161811.OF,1.255
43,2020-11-30,161811.OF,0.9985
44,2020-12-31,161811.OF,1.0709
45,2021-01-29,161811.OF,1.1183
46,2021-02-26,161811.OF,1.0992
47,2021-03-31,161811.OF,1.038
48,2021-04-30,161811.OF,1.0843
49,2021-05-31,161811.OF,1.119
50,2021-06-30,161811.OF,1.1069
51,2021-07-30,161811.OF,1.027
52,2021-08-31,161811.OF,1.021
53,2021-09-30,161811.OF,1.0442
54,2021-10-29,161811.OF,1.0622
55,2021-11-30,161811.OF,1.0345
56,2021-12-31,161811.OF,1.0506
57,2022-01-28,161811.OF,0.9689
58,2022-02-28,161811.OF,0.9838
59,2022-03-01,161811.OF,0.9907
