,time,thscode,netAssetValue
0,2017-04-28,340006.OF,1.594
1,2017-05-31,340006.OF,1.533
2,2017-06-30,340006.OF,1.5776
3,2017-07-31,340006.OF,1.5316
4,2017-08-31,340006.OF,1.5462
5,2017-09-29,340006.OF,1.5523
6,2017-10-31,340006.OF,1.5985
7,2017-11-30,340006.OF,1.6143
8,2017-12-29,340006.OF,1.664
9,2018-01-31,340006.OF,1.7184
10,2018-02-28,340006.OF,1.635
11,2018-03-30,340006.OF,1.6291
12,2018-04-27,340006.OF,1.6118
13,2018-05-31,340006.OF,1.6611
14,2018-06-29,340006.OF,1.5913
15,2018-07-31,340006.OF,1.5179
16,2018-08-31,340006.OF,1.4435
17,2018-09-28,340006.OF,1.4228
18,2018-10-31,340006.OF,1.3072
19,2018-11-30,340006.OF,1.3334
20,2018-12-28,340006.OF,1.285
21,2019-01-31,340006.OF,1.292
22,2019-02-28,340006.OF,1.5054
23,2019-03-29,340006.OF,1.6419
24,2019-04-30,340006.OF,1.6412
25,2019-05-31,340006.OF,1.5747
26,2019-06-28,340006.OF,1.6548
27,2019-07-31,340006.OF,1.7422
28,2019-08-30,340006.OF,1.8296
29,2019-09-30,340006.OF,1.8442
30,2019-10-31,340006.OF,1.8464
31,2019-11-29,340006.OF,1.8751
32,2019-12-31,340006.OF,1.9957
33,2020-01-23,340006.OF,2.1052
34,2020-02-28,340006.OF,2.2096
35,2020-03-31,340006.OF,2.0459
36,2020-04-30,340006.OF,2.167
37,2020-05-29,340006.OF,2.1908
38,2020-06-30,340006.OF,2.4847
39,2020-07-31,340006.OF,2.7336
40,2020-08-31,340006.OF,2.8188
41,2020-09-30,340006.OF,2.65
42,2020-10-30,340006.OF,2.7508
43,2020-11-30,340006.OF,2.7454
44,2020-12-31,340006.OF,2.9107
45,2021-01-29,340006.OF,3.1024
46,2021-02-26,340006.OF,3.0012
47,2021-03-31,340006.OF,2.8911
48,2021-04-30,340006.OF,3.0489
49,2021-05-31,340006.OF,3.2062
50,2021-06-30,340006.OF,3.2609
51,2021-07-30,340006.OF,3.2387
52,2021-08-31,340006.OF,3.2116
53,2021-09-30,340006.OF,3.1206
54,2021-10-29,340006.OF,3.1688
55,2021-11-30,340006.OF,3.2788
56,2021-12-31,340006.OF,3.3095
57,2022-01-28,340006.OF,2.9822
58,2022-02-28,340006.OF,3.0458
59,2022-03-01,340006.OF,3.0409
