,time,thscode,netAssetValue
0,2017-04-28,002556.OF,0.783
1,2017-05-31,002556.OF,0.737
2,2017-06-30,002556.OF,0.768
3,2017-07-31,002556.OF,0.822
4,2017-08-31,002556.OF,0.855
5,2017-09-29,002556.OF,0.895
6,2017-10-31,002556.OF,0.922
7,2017-11-30,002556.OF,0.908
8,2017-12-29,002556.OF,0.934
9,2018-01-31,002556.OF,1.012
10,2018-02-28,002556.OF,0.959
11,2018-03-30,002556.OF,0.963
12,2018-04-27,002556.OF,0.928
13,2018-05-31,002556.OF,0.908
14,2018-06-29,002556.OF,0.889
15,2018-07-31,002556.OF,0.885
16,2018-08-31,002556.OF,0.835
17,2018-09-28,002556.OF,0.835
18,2018-10-31,002556.OF,0.772
19,2018-11-30,002556.OF,0.783
20,2018-12-28,002556.OF,0.759
21,2019-01-31,002556.OF,0.784
22,2019-02-28,002556.OF,0.881
23,2019-03-29,002556.OF,0.939
24,2019-04-30,002556.OF,0.896
25,2019-05-31,002556.OF,0.858
26,2019-06-28,002556.OF,0.896
27,2019-07-31,002556.OF,0.924
28,2019-08-30,002556.OF,0.96
29,2019-09-30,002556.OF,0.978
30,2019-10-31,002556.OF,0.993
31,2019-11-29,002556.OF,1.022
32,2019-12-31,002556.OF,1.127
33,2020-01-23,002556.OF,1.14
34,2020-02-28,002556.OF,1.192
35,2020-03-31,002556.OF,1.071
36,2020-04-30,002556.OF,1.178
37,2020-05-29,002556.OF,1.177
38,2020-06-30,002556.OF,1.354
39,2020-07-31,002556.OF,1.623
40,2020-08-31,002556.OF,1.652
41,2020-09-30,002556.OF,1.585
42,2020-10-30,002556.OF,1.687
43,2020-11-30,002556.OF,1.82
44,2020-12-31,002556.OF,1.98
45,2021-01-29,002556.OF,2.135
46,2021-02-26,002556.OF,2.093
47,2021-03-31,002556.OF,1.979
48,2021-04-30,002556.OF,2.059
49,2021-05-31,002556.OF,2.115
50,2021-06-30,002556.OF,2.189
51,2021-07-30,002556.OF,2.33
52,2021-08-31,002556.OF,2.307
53,2021-09-30,002556.OF,2.25
54,2021-10-29,002556.OF,2.281
55,2021-11-30,002556.OF,2.331
56,2021-12-31,002556.OF,2.215
57,2022-01-28,002556.OF,1.993
58,2022-02-28,002556.OF,2.031
59,2022-03-01,002556.OF,2.032
