,time,thscode,netAssetValue
0,2017-04-28,001592.OF,0.7361
1,2017-05-31,001592.OF,0.7038
2,2017-06-30,001592.OF,0.7271
3,2017-07-31,001592.OF,0.693
4,2017-08-31,001592.OF,0.7337
5,2017-09-29,001592.OF,0.741
6,2017-10-31,001592.OF,0.735
7,2017-11-30,001592.OF,0.6892
8,2017-12-29,001592.OF,0.6829
9,2018-01-31,001592.OF,0.6797
10,2018-02-28,001592.OF,0.6889
11,2018-03-30,001592.OF,0.7415
12,2018-04-27,001592.OF,0.7044
13,2018-05-31,001592.OF,0.6859
14,2018-06-29,001592.OF,0.6369
15,2018-07-31,001592.OF,0.6227
16,2018-08-31,001592.OF,0.5747
17,2018-09-28,001592.OF,0.5664
18,2018-10-31,001592.OF,0.5167
19,2018-11-30,001592.OF,0.5368
20,2018-12-28,001592.OF,0.509
21,2019-01-31,001592.OF,0.5003
22,2019-02-28,001592.OF,0.6146
23,2019-03-29,001592.OF,0.6762
24,2019-04-30,001592.OF,0.6501
25,2019-05-31,001592.OF,0.5977
26,2019-06-28,001592.OF,0.612
27,2019-07-31,001592.OF,0.6344
28,2019-08-30,001592.OF,0.6496
29,2019-09-30,001592.OF,0.6547
30,2019-10-31,001592.OF,0.6712
31,2019-11-29,001592.OF,0.6684
32,2019-12-31,001592.OF,0.7184
33,2020-01-23,001592.OF,0.7671
34,2020-02-28,001592.OF,0.824
35,2020-03-31,001592.OF,0.7466
36,2020-04-30,001592.OF,0.8193
37,2020-05-29,001592.OF,0.8266
38,2020-06-30,001592.OF,0.962
39,2020-07-31,001592.OF,1.0957
40,2020-08-31,001592.OF,1.0713
41,2020-09-30,001592.OF,1.0156
42,2020-10-30,001592.OF,1.0474
43,2020-11-30,001592.OF,1.0385
44,2020-12-31,001592.OF,1.1657
45,2021-01-29,001592.OF,1.2281
46,2021-02-26,001592.OF,1.1498
47,2021-03-31,001592.OF,1.0926
48,2021-04-30,001592.OF,1.2204
49,2021-05-31,001592.OF,1.302
50,2021-06-30,001592.OF,1.3633
51,2021-07-30,001592.OF,1.3497
52,2021-08-31,001592.OF,1.2646
53,2021-09-30,001592.OF,1.2748
54,2021-10-29,001592.OF,1.3138
55,2021-11-30,001592.OF,1.3669
56,2021-12-31,001592.OF,1.3036
57,2022-01-28,001592.OF,1.1496
58,2022-02-28,001592.OF,1.1392
59,2022-03-01,001592.OF,1.1409
