,time,thscode,netAssetValue
0,2017-04-28,001542.OF,1.437
1,2017-05-31,001542.OF,1.437
2,2017-06-30,001542.OF,1.557
3,2017-07-31,001542.OF,1.728
4,2017-08-31,001542.OF,1.813
5,2017-09-29,001542.OF,1.859
6,2017-10-31,001542.OF,1.977
7,2017-11-30,001542.OF,1.915
8,2017-12-29,001542.OF,2.039
9,2018-01-31,001542.OF,2.143
10,2018-02-28,001542.OF,1.916
11,2018-03-30,001542.OF,1.804
12,2018-04-27,001542.OF,1.758
13,2018-05-31,001542.OF,1.895
14,2018-06-29,001542.OF,1.739
15,2018-07-31,001542.OF,1.66
16,2018-08-31,001542.OF,1.525
17,2018-09-28,001542.OF,1.455
18,2018-10-31,001542.OF,1.309
19,2018-11-30,001542.OF,1.323
20,2018-12-28,001542.OF,1.255
21,2019-01-31,001542.OF,1.302
22,2019-02-28,001542.OF,1.559
23,2019-03-29,001542.OF,1.623
24,2019-04-30,001542.OF,1.544
25,2019-05-31,001542.OF,1.456
26,2019-06-28,001542.OF,1.578
27,2019-07-31,001542.OF,1.596
28,2019-08-30,001542.OF,1.621
29,2019-09-30,001542.OF,1.674
30,2019-10-31,001542.OF,1.684
31,2019-11-29,001542.OF,1.657
32,2019-12-31,001542.OF,1.722
33,2020-01-23,001542.OF,1.847
34,2020-02-28,001542.OF,2.005
35,2020-03-31,001542.OF,1.653
36,2020-04-30,001542.OF,1.958
37,2020-05-29,001542.OF,1.922
38,2020-06-30,001542.OF,2.284
39,2020-07-31,001542.OF,2.72
40,2020-08-31,001542.OF,2.826
41,2020-09-30,001542.OF,2.676
42,2020-10-30,001542.OF,2.68
43,2020-11-30,001542.OF,2.63
44,2020-12-31,001542.OF,3.073
45,2021-01-29,001542.OF,3.171
46,2021-02-26,001542.OF,2.834
47,2021-03-31,001542.OF,2.761
48,2021-04-30,001542.OF,3.068
49,2021-05-31,001542.OF,3.282
50,2021-06-30,001542.OF,3.486
51,2021-07-30,001542.OF,3.439
52,2021-08-31,001542.OF,3.464
53,2021-09-30,001542.OF,3.073
54,2021-10-29,001542.OF,3.216
55,2021-11-30,001542.OF,3.369
56,2021-12-31,001542.OF,3.168
57,2022-01-28,001542.OF,2.763
58,2022-02-28,001542.OF,3.06
59,2022-03-01,001542.OF,2.996
