,time,thscode,netAssetValue
0,2017-04-28,519714.OF,1.094
1,2017-05-31,519714.OF,1.098
2,2017-06-30,519714.OF,0.913
3,2017-07-31,519714.OF,0.931
4,2017-08-31,519714.OF,0.937
5,2017-09-29,519714.OF,0.981
6,2017-10-31,519714.OF,1.033
7,2017-11-30,519714.OF,0.999
8,2017-12-29,519714.OF,1.036
9,2018-01-31,519714.OF,1.058
10,2018-02-28,519714.OF,1.053
11,2018-03-30,519714.OF,1.083
12,2018-04-27,519714.OF,1.069
13,2018-05-31,519714.OF,1.112
14,2018-06-29,519714.OF,1.038
15,2018-07-31,519714.OF,1.039
16,2018-08-31,519714.OF,0.988
17,2018-09-28,519714.OF,1.01
18,2018-10-31,519714.OF,0.879
19,2018-11-30,519714.OF,0.93
20,2018-12-28,519714.OF,0.891
21,2019-01-31,519714.OF,0.944
22,2019-02-28,519714.OF,1.03
23,2019-03-29,519714.OF,1.104
24,2019-04-30,519714.OF,1.086
25,2019-05-31,519714.OF,1.04
26,2019-06-28,519714.OF,1.054
27,2019-07-31,519714.OF,1.024
28,2019-08-30,519714.OF,1.055
29,2019-09-30,519714.OF,1.001
30,2019-10-31,519714.OF,1.009
31,2019-11-29,519714.OF,0.924
32,2019-12-31,519714.OF,0.988
33,2020-01-23,519714.OF,0.96
34,2020-02-28,519714.OF,0.947
35,2020-03-31,519714.OF,0.945
36,2020-04-30,519714.OF,1.064
37,2020-05-29,519714.OF,1.15
38,2020-06-30,519714.OF,1.317
39,2020-07-31,519714.OF,1.526
40,2020-08-31,519714.OF,1.664
41,2020-09-30,519714.OF,1.559
42,2020-10-30,519714.OF,1.726
43,2020-11-30,519714.OF,1.794
44,2020-12-31,519714.OF,2.008
45,2021-01-29,519714.OF,2.054
46,2021-02-26,519714.OF,2.025
47,2021-03-31,519714.OF,2.056
48,2021-04-30,519714.OF,2.223
49,2021-05-31,519714.OF,2.343
50,2021-06-30,519714.OF,2.313
51,2021-07-30,519714.OF,1.94
52,2021-08-31,519714.OF,1.882
53,2021-09-30,519714.OF,1.984
54,2021-10-29,519714.OF,2.05
55,2021-11-30,519714.OF,2.049
56,2021-12-31,519714.OF,2.088
57,2022-01-28,519714.OF,1.857
58,2022-02-28,519714.OF,1.893
59,2022-03-01,519714.OF,1.926
