,time,thscode,netAssetValue
0,2017-04-28,159907.OF,1.4121
1,2017-05-31,159907.OF,1.3575
2,2017-06-30,159907.OF,1.4435
3,2017-07-31,159907.OF,1.4523
4,2017-08-31,159907.OF,1.5065
5,2017-09-29,159907.OF,1.5517
6,2017-10-31,159907.OF,1.5765
7,2017-11-30,159907.OF,1.5135
8,2017-12-29,159907.OF,1.5087
9,2018-01-31,159907.OF,1.476
10,2018-02-28,159907.OF,1.4754
11,2018-03-30,159907.OF,1.4826
12,2018-04-27,159907.OF,1.4073
13,2018-05-31,159907.OF,1.407
14,2018-06-29,159907.OF,1.2823
15,2018-07-31,159907.OF,1.2606
16,2018-08-31,159907.OF,1.1633
17,2018-09-28,159907.OF,1.1414
18,2018-10-31,159907.OF,1.0045
19,2018-11-30,159907.OF,1.0294
20,2018-12-28,159907.OF,0.9651
21,2019-01-31,159907.OF,0.9807
22,2019-02-28,159907.OF,1.193
23,2019-03-29,159907.OF,1.3012
24,2019-04-30,159907.OF,1.2429
25,2019-05-31,159907.OF,1.1376
26,2019-06-28,159907.OF,1.1646
27,2019-07-31,159907.OF,1.1816
28,2019-08-30,159907.OF,1.1873
29,2019-09-30,159907.OF,1.2074
30,2019-10-31,159907.OF,1.2264
31,2019-11-29,159907.OF,1.2161
32,2019-12-31,159907.OF,1.3237
33,2020-01-23,159907.OF,1.3927
34,2020-02-28,159907.OF,1.4379
35,2020-03-31,159907.OF,1.2901
36,2020-04-30,159907.OF,1.3951
37,2020-05-29,159907.OF,1.3998
38,2020-06-30,159907.OF,1.5766
39,2020-07-31,159907.OF,1.7939
40,2020-08-31,159907.OF,1.8105
41,2020-09-30,159907.OF,1.7083
42,2020-10-30,159907.OF,1.7416
43,2020-11-30,159907.OF,1.7635
44,2020-12-31,159907.OF,1.8335
45,2021-01-29,159907.OF,1.8857
46,2021-02-26,159907.OF,1.8569
47,2021-03-31,159907.OF,1.7446
48,2021-04-30,159907.OF,1.8123
49,2021-05-31,159907.OF,1.8789
50,2021-06-30,159907.OF,1.9447
51,2021-07-30,159907.OF,1.8978
52,2021-08-31,159907.OF,1.9395
53,2021-09-30,159907.OF,1.9088
54,2021-10-29,159907.OF,1.9719
55,2021-11-30,159907.OF,2.0264
56,2021-12-31,159907.OF,2.0474
57,2022-01-28,159907.OF,1.8393
58,2022-02-28,159907.OF,1.8894
59,2022-03-01,159907.OF,1.8873
