,time,thscode,netAssetValue
0,2017-04-28,001726.OF,0.947
1,2017-05-31,001726.OF,0.936
2,2017-06-30,001726.OF,1.041
3,2017-07-31,001726.OF,1.049
4,2017-08-31,001726.OF,1.066
5,2017-09-29,001726.OF,1.104
6,2017-10-31,001726.OF,1.217
7,2017-11-30,001726.OF,1.11
8,2017-12-29,001726.OF,1.095
9,2018-01-31,001726.OF,1.107
10,2018-02-28,001726.OF,1.13
11,2018-03-30,001726.OF,1.117
12,2018-04-27,001726.OF,1.046
13,2018-05-31,001726.OF,1.061
14,2018-06-29,001726.OF,1.024
15,2018-07-31,001726.OF,1.017
16,2018-08-31,001726.OF,0.91
17,2018-09-28,001726.OF,0.922
18,2018-10-31,001726.OF,0.76
19,2018-11-30,001726.OF,0.796
20,2018-12-28,001726.OF,0.76
21,2019-01-31,001726.OF,0.791
22,2019-02-28,001726.OF,0.903
23,2019-03-29,001726.OF,0.982
24,2019-04-30,001726.OF,0.963
25,2019-05-31,001726.OF,0.909
26,2019-06-28,001726.OF,0.991
27,2019-07-31,001726.OF,1.007
28,2019-08-30,001726.OF,1.065
29,2019-09-30,001726.OF,1.09
30,2019-10-31,001726.OF,1.112
31,2019-11-29,001726.OF,1.073
32,2019-12-31,001726.OF,1.15
33,2020-01-23,001726.OF,1.202
34,2020-02-28,001726.OF,1.194
35,2020-03-31,001726.OF,1.107
36,2020-04-30,001726.OF,1.196
37,2020-05-29,001726.OF,1.254
38,2020-06-30,001726.OF,1.502
39,2020-07-31,001726.OF,1.678
40,2020-08-31,001726.OF,1.706
41,2020-09-30,001726.OF,1.629
42,2020-10-30,001726.OF,1.654
43,2020-11-30,001726.OF,1.636
44,2020-12-31,001726.OF,1.842
45,2021-01-29,001726.OF,1.942
46,2021-02-26,001726.OF,1.785
47,2021-03-31,001726.OF,1.734
48,2021-04-30,001726.OF,1.956
49,2021-05-31,001726.OF,2.055
50,2021-06-30,001726.OF,2.113
51,2021-07-30,001726.OF,2.002
52,2021-08-31,001726.OF,1.903
53,2021-09-30,001726.OF,1.879
54,2021-10-29,001726.OF,1.925
55,2021-11-30,001726.OF,2.04
56,2021-12-31,001726.OF,2.006
57,2022-01-28,001726.OF,1.718
58,2022-02-28,001726.OF,1.791
59,2022-03-01,001726.OF,1.8
