,time,thscode,netAssetValue
0,2017-04-28,512810.OF,0.9488
1,2017-05-31,512810.OF,0.8206
2,2017-06-30,512810.OF,0.8559
3,2017-07-31,512810.OF,0.8299
4,2017-08-31,512810.OF,0.8634
5,2017-09-29,512810.OF,0.8987
6,2017-10-31,512810.OF,0.8601
7,2017-11-30,512810.OF,0.8279
8,2017-12-29,512810.OF,0.8134
9,2018-01-31,512810.OF,0.769
10,2018-02-28,512810.OF,0.754
11,2018-03-30,512810.OF,0.8071
12,2018-04-27,512810.OF,0.7993
13,2018-05-31,512810.OF,0.7214
14,2018-06-29,512810.OF,0.6576
15,2018-07-31,512810.OF,0.6831
16,2018-08-31,512810.OF,0.6479
17,2018-09-28,512810.OF,0.6736
18,2018-10-31,512810.OF,0.5995
19,2018-11-30,512810.OF,0.6196
20,2018-12-28,512810.OF,0.5832
21,2019-01-31,512810.OF,0.6014
22,2019-02-28,512810.OF,0.7179
23,2019-03-29,512810.OF,0.7749
24,2019-04-30,512810.OF,0.7227
25,2019-05-31,512810.OF,0.709
26,2019-06-28,512810.OF,0.7082
27,2019-07-31,512810.OF,0.747
28,2019-08-30,512810.OF,0.7764
29,2019-09-30,512810.OF,0.7367
30,2019-10-31,512810.OF,0.7104
31,2019-11-29,512810.OF,0.6977
32,2019-12-31,512810.OF,0.7305
33,2020-01-23,512810.OF,0.7587
34,2020-02-28,512810.OF,0.7924
35,2020-03-31,512810.OF,0.7254
36,2020-04-30,512810.OF,0.7881
37,2020-05-29,512810.OF,0.788
38,2020-06-30,512810.OF,0.8165
39,2020-07-31,512810.OF,1.0468
40,2020-08-31,512810.OF,1.1094
41,2020-09-30,512810.OF,1.0685
42,2020-10-30,512810.OF,1.0304
43,2020-11-30,512810.OF,1.1254
44,2020-12-31,512810.OF,1.2955
45,2021-01-29,512810.OF,1.2034
46,2021-02-26,512810.OF,1.1783
47,2021-03-31,512810.OF,1.0719
48,2021-04-30,512810.OF,1.0342
49,2021-05-31,512810.OF,1.196
50,2021-06-30,512810.OF,1.2277
51,2021-07-30,512810.OF,1.3061
52,2021-08-31,512810.OF,1.5192
53,2021-09-30,512810.OF,1.3636
54,2021-10-29,512810.OF,1.4372
55,2021-11-30,512810.OF,1.6289
56,2021-12-31,512810.OF,1.6204
57,2022-01-28,512810.OF,1.3344
58,2022-02-28,512810.OF,1.405
59,2022-03-01,512810.OF,1.4245
