,time,thscode,netAssetValue
0,2017-04-28,159903.OF,1.0973
1,2017-05-31,159903.OF,1.0612
2,2017-06-30,159903.OF,1.1362
3,2017-07-31,159903.OF,1.1368
4,2017-08-31,159903.OF,1.1716
5,2017-09-29,159903.OF,1.2011
6,2017-10-31,159903.OF,1.232
7,2017-11-30,159903.OF,1.1864
8,2017-12-29,159903.OF,1.1978
9,2018-01-31,159903.OF,1.2053
10,2018-02-28,159903.OF,1.17
11,2018-03-30,159903.OF,1.1739
12,2018-04-27,159903.OF,1.1155
13,2018-05-31,159903.OF,1.1159
14,2018-06-29,159903.OF,1.0191
15,2018-07-31,159903.OF,0.9991
16,2018-08-31,159903.OF,0.9228
17,2018-09-28,159903.OF,0.916
18,2018-10-31,159903.OF,0.816
19,2018-11-30,159903.OF,0.8379
20,2018-12-28,159903.OF,0.7898
21,2019-01-31,159903.OF,0.8158
22,2019-02-28,159903.OF,0.9854
23,2019-03-29,159903.OF,1.0806
24,2019-04-30,159903.OF,1.0563
25,2019-05-31,159903.OF,0.9778
26,2019-06-28,159903.OF,1.009
27,2019-07-31,159903.OF,1.0275
28,2019-08-30,159903.OF,1.0343
29,2019-09-30,159903.OF,1.0428
30,2019-10-31,159903.OF,1.0637
31,2019-11-29,159903.OF,1.0578
32,2019-12-31,159903.OF,1.1512
33,2020-01-23,159903.OF,1.1786
34,2020-02-28,159903.OF,1.2109
35,2020-03-31,159903.OF,1.0985
36,2020-04-30,159903.OF,1.1826
37,2020-05-29,159903.OF,1.1882
38,2020-06-30,159903.OF,1.3313
39,2020-07-31,159903.OF,1.5162
40,2020-08-31,159903.OF,1.5449
41,2020-09-30,159903.OF,1.4571
42,2020-10-30,159903.OF,1.4966
43,2020-11-30,159903.OF,1.5488
44,2020-12-31,159903.OF,1.6395
45,2021-01-29,159903.OF,1.6802
46,2021-02-26,159903.OF,1.646
47,2021-03-31,159903.OF,1.5646
48,2021-04-30,159903.OF,1.6438
49,2021-05-31,159903.OF,1.7121
50,2021-06-30,159903.OF,1.7417
51,2021-07-30,159903.OF,1.6709
52,2021-08-31,159903.OF,1.6612
53,2021-09-30,159903.OF,1.6616
54,2021-10-29,159903.OF,1.6788
55,2021-11-30,159903.OF,1.7194
56,2021-12-31,159903.OF,1.7273
57,2022-01-28,159903.OF,1.5493
58,2022-02-28,159903.OF,1.5635
59,2022-03-01,159903.OF,1.5673
