,time,thscode,netAssetValue
0,2017-04-28,002987.OF,1.5599
1,2017-05-31,002987.OF,1.586
2,2017-06-30,002987.OF,1.6674
3,2017-07-31,002987.OF,1.7113
4,2017-08-31,002987.OF,1.7477
5,2017-09-29,002987.OF,1.7532
6,2017-10-31,002987.OF,1.8223
7,2017-11-30,002987.OF,1.8199
8,2017-12-29,002987.OF,1.8325
9,2018-01-31,002987.OF,1.9336
10,2018-02-28,002987.OF,1.8281
11,2018-03-30,002987.OF,1.773
12,2018-04-27,002987.OF,1.7146
13,2018-05-31,002987.OF,1.7342
14,2018-06-29,002987.OF,1.621
15,2018-07-31,002987.OF,1.6345
16,2018-08-31,002987.OF,1.5593
17,2018-09-28,002987.OF,1.6044
18,2018-10-31,002987.OF,1.4817
19,2018-11-30,002987.OF,1.4909
20,2018-12-28,002987.OF,1.4193
21,2019-01-31,002987.OF,1.5018
22,2019-02-28,002987.OF,1.7067
23,2019-03-29,002987.OF,1.7951
24,2019-04-30,002987.OF,1.8122
25,2019-05-31,002987.OF,1.6923
26,2019-06-28,002987.OF,1.7875
27,2019-07-31,002987.OF,1.8049
28,2019-08-30,002987.OF,1.7927
29,2019-09-30,002987.OF,1.8016
30,2019-10-31,002987.OF,1.8304
31,2019-11-29,002987.OF,1.8064
32,2019-12-31,002987.OF,1.9193
33,2020-01-23,002987.OF,1.8768
34,2020-02-28,002987.OF,1.8476
35,2020-03-31,002987.OF,1.734
36,2020-04-30,002987.OF,1.8357
37,2020-05-29,002987.OF,1.8195
38,2020-06-30,002987.OF,1.9638
39,2020-07-31,002987.OF,2.2053
40,2020-08-31,002987.OF,2.2665
41,2020-09-30,002987.OF,2.1693
42,2020-10-30,002987.OF,2.2183
43,2020-11-30,002987.OF,2.3381
44,2020-12-31,002987.OF,2.4529
45,2021-01-29,002987.OF,2.5122
46,2021-02-26,002987.OF,2.5039
47,2021-03-31,002987.OF,2.3774
48,2021-04-30,002987.OF,2.4174
49,2021-05-31,002987.OF,2.5139
50,2021-06-30,002987.OF,2.4825
51,2021-07-30,002987.OF,2.3116
52,2021-08-31,002987.OF,2.3125
53,2021-09-30,002987.OF,2.3438
54,2021-10-29,002987.OF,2.363
55,2021-11-30,002987.OF,2.329
56,2021-12-31,002987.OF,2.3826
57,2022-01-28,002987.OF,2.2088
58,2022-02-28,002987.OF,2.2148
59,2022-03-01,002987.OF,2.2322
