,time,thscode,netAssetValue
0,2017-04-28,519116.OF,1.251
1,2017-05-31,519116.OF,1.276
2,2017-06-30,519116.OF,1.346
3,2017-07-31,519116.OF,1.382
4,2017-08-31,519116.OF,1.41
5,2017-09-29,519116.OF,1.42
6,2017-10-31,519116.OF,1.468
7,2017-11-30,519116.OF,1.482
8,2017-12-29,519116.OF,1.491
9,2018-01-31,519116.OF,1.567
10,2018-02-28,519116.OF,1.496
11,2018-03-30,519116.OF,1.456
12,2018-04-27,519116.OF,1.413
13,2018-05-31,519116.OF,1.445
14,2018-06-29,519116.OF,1.372
15,2018-07-31,519116.OF,1.386
16,2018-08-31,519116.OF,1.319
17,2018-09-28,519116.OF,1.354
18,2018-10-31,519116.OF,1.247
19,2018-11-30,519116.OF,1.255
20,2018-12-28,519116.OF,1.2
21,2019-01-31,519116.OF,1.277
22,2019-02-28,519116.OF,1.438
23,2019-03-29,519116.OF,1.525
24,2019-04-30,519116.OF,1.538
25,2019-05-31,519116.OF,1.453
26,2019-06-28,519116.OF,1.536
27,2019-07-31,519116.OF,1.576
28,2019-08-30,519116.OF,1.59
29,2019-09-30,519116.OF,1.596
30,2019-10-31,519116.OF,1.626
31,2019-11-29,519116.OF,1.614
32,2019-12-31,519116.OF,1.725
33,2020-01-23,519116.OF,1.694
34,2020-02-28,519116.OF,1.683
35,2020-03-31,519116.OF,1.5
36,2020-04-30,519116.OF,1.516
37,2020-05-29,519116.OF,1.502
38,2020-06-30,519116.OF,1.631
39,2020-07-31,519116.OF,1.78
40,2020-08-31,519116.OF,1.86
41,2020-09-30,519116.OF,1.794
42,2020-10-30,519116.OF,1.834
43,2020-11-30,519116.OF,1.847
44,2020-12-31,519116.OF,1.877
45,2021-01-29,519116.OF,1.967
46,2021-02-26,519116.OF,1.882
47,2021-03-31,519116.OF,1.768
48,2021-04-30,519116.OF,1.808
49,2021-05-31,519116.OF,1.783
50,2021-06-30,519116.OF,1.761
51,2021-07-30,519116.OF,1.545
52,2021-08-31,519116.OF,1.568
53,2021-09-30,519116.OF,1.573
54,2021-10-29,519116.OF,1.514
55,2021-11-30,519116.OF,1.488
56,2021-12-31,519116.OF,1.532
57,2022-01-28,519116.OF,1.418
58,2022-02-28,519116.OF,1.417
59,2022-03-01,519116.OF,1.429
