,time,thscode,netAssetValue
0,2017-04-28,202015.OF,1.2407
1,2017-05-31,202015.OF,1.2621
2,2017-06-30,202015.OF,1.3291
3,2017-07-31,202015.OF,1.3644
4,2017-08-31,202015.OF,1.3971
5,2017-09-29,202015.OF,1.4034
6,2017-10-31,202015.OF,1.4627
7,2017-11-30,202015.OF,1.4634
8,2017-12-29,202015.OF,1.4694
9,2018-01-31,202015.OF,1.5552
10,2018-02-28,202015.OF,1.4687
11,2018-03-30,202015.OF,1.4245
12,2018-04-27,202015.OF,1.3756
13,2018-05-31,202015.OF,1.3932
14,2018-06-29,202015.OF,1.3003
15,2018-07-31,202015.OF,1.3134
16,2018-08-31,202015.OF,1.2508
17,2018-09-28,202015.OF,1.2892
18,2018-10-31,202015.OF,1.1879
19,2018-11-30,202015.OF,1.195
20,2018-12-28,202015.OF,1.1367
21,2019-01-31,202015.OF,1.2043
22,2019-02-28,202015.OF,1.3704
23,2019-03-29,202015.OF,1.4399
24,2019-04-30,202015.OF,1.4554
25,2019-05-31,202015.OF,1.3603
26,2019-06-28,202015.OF,1.4386
27,2019-07-31,202015.OF,1.4619
28,2019-08-30,202015.OF,1.4581
29,2019-09-30,202015.OF,1.4645
30,2019-10-31,202015.OF,1.4906
31,2019-11-29,202015.OF,1.4708
32,2019-12-31,202015.OF,1.5694
33,2020-01-23,202015.OF,1.539
34,2020-02-28,202015.OF,1.5218
35,2020-03-31,202015.OF,1.4236
36,2020-04-30,202015.OF,1.509
37,2020-05-29,202015.OF,1.4957
38,2020-06-30,202015.OF,1.6167
39,2020-07-31,202015.OF,1.8617
40,2020-08-31,202015.OF,1.9226
41,2020-09-30,202015.OF,1.8416
42,2020-10-30,202015.OF,1.8849
43,2020-11-30,202015.OF,1.9892
44,2020-12-31,202015.OF,2.0859
45,2021-01-29,202015.OF,2.1399
46,2021-02-26,202015.OF,2.1367
47,2021-03-31,202015.OF,2.0289
48,2021-04-30,202015.OF,2.0644
49,2021-05-31,202015.OF,2.1497
50,2021-06-30,202015.OF,2.1221
51,2021-07-30,202015.OF,1.9773
52,2021-08-31,202015.OF,1.983
53,2021-09-30,202015.OF,2.0091
54,2021-10-29,202015.OF,2.0275
55,2021-11-30,202015.OF,1.9993
56,2021-12-31,202015.OF,2.04
57,2022-01-28,202015.OF,1.8929
58,2022-02-28,202015.OF,1.8993
59,2022-03-01,202015.OF,1.9144
