,time,thscode,netAssetValue
0,2017-04-28,217016.OF,1.173
1,2017-05-31,217016.OF,1.163
2,2017-06-30,217016.OF,1.263
3,2017-07-31,217016.OF,1.268
4,2017-08-31,217016.OF,1.305
5,2017-09-29,217016.OF,1.354
6,2017-10-31,217016.OF,1.44
7,2017-11-30,217016.OF,1.403
8,2017-12-29,217016.OF,1.436
9,2018-01-31,217016.OF,1.481
10,2018-02-28,217016.OF,1.422
11,2018-03-30,217016.OF,1.396
12,2018-04-27,217016.OF,1.316
13,2018-05-31,217016.OF,1.346
14,2018-06-29,217016.OF,1.247
15,2018-07-31,217016.OF,1.2182
16,2018-08-31,217016.OF,1.1314
17,2018-09-28,217016.OF,1.1353
18,2018-10-31,217016.OF,1.0135
19,2018-11-30,217016.OF,1.0464
20,2018-12-28,217016.OF,0.9805
21,2019-01-31,217016.OF,1.0436
22,2019-02-28,217016.OF,1.241
23,2019-03-29,217016.OF,1.3502
24,2019-04-30,217016.OF,1.3489
25,2019-05-31,217016.OF,1.255
26,2019-06-28,217016.OF,1.3129
27,2019-07-31,217016.OF,1.3552
28,2019-08-30,217016.OF,1.3695
29,2019-09-30,217016.OF,1.3769
30,2019-10-31,217016.OF,1.43
31,2019-11-29,217016.OF,1.4221
32,2019-12-31,217016.OF,1.5363
33,2020-01-23,217016.OF,1.5427
34,2020-02-28,217016.OF,1.5806
35,2020-03-31,217016.OF,1.4535
36,2020-04-30,217016.OF,1.5634
37,2020-05-29,217016.OF,1.5708
38,2020-06-30,217016.OF,1.7703
39,2020-07-31,217016.OF,2.0078
40,2020-08-31,217016.OF,2.053
41,2020-09-30,217016.OF,1.9554
42,2020-10-30,217016.OF,2.0597
43,2020-11-30,217016.OF,2.1317
44,2020-12-31,217016.OF,2.3099
45,2021-01-29,217016.OF,2.4094
46,2021-02-26,217016.OF,2.3493
47,2021-03-31,217016.OF,2.2183
48,2021-04-30,217016.OF,2.36
49,2021-05-31,217016.OF,2.4417
50,2021-06-30,217016.OF,2.4679
51,2021-07-30,217016.OF,2.3147
52,2021-08-31,217016.OF,2.2562
53,2021-09-30,217016.OF,2.2928
54,2021-10-29,217016.OF,2.3413
55,2021-11-30,217016.OF,2.3513
56,2021-12-31,217016.OF,2.366
57,2022-01-28,217016.OF,2.1619
58,2022-02-28,217016.OF,2.135
59,2022-03-01,217016.OF,2.1455
