,time,thscode,netAssetValue
0,2017-04-28,519034.OF,1.51
1,2017-05-31,519034.OF,1.427
2,2017-06-30,519034.OF,1.514
3,2017-07-31,519034.OF,1.573
4,2017-08-31,519034.OF,1.599
5,2017-09-29,519034.OF,1.681
6,2017-10-31,519034.OF,1.714
7,2017-11-30,519034.OF,1.646
8,2017-12-29,519034.OF,1.65
9,2018-01-31,519034.OF,1.607
10,2018-02-28,519034.OF,1.598
11,2018-03-30,519034.OF,1.595
12,2018-04-27,519034.OF,1.505
13,2018-05-31,519034.OF,1.482
14,2018-06-29,519034.OF,1.336
15,2018-07-31,519034.OF,1.327
16,2018-08-31,519034.OF,1.203
17,2018-09-28,519034.OF,1.223
18,2018-10-31,519034.OF,1.093
19,2018-11-30,519034.OF,1.15
20,2018-12-28,519034.OF,1.114
21,2019-01-31,519034.OF,1.13
22,2019-02-28,519034.OF,1.287
23,2019-03-29,519034.OF,1.335
24,2019-04-30,519034.OF,1.284
25,2019-05-31,519034.OF,1.217
26,2019-06-28,519034.OF,1.232
27,2019-07-31,519034.OF,1.261
28,2019-08-30,519034.OF,1.236
29,2019-09-30,519034.OF,1.25
30,2019-10-31,519034.OF,1.219
31,2019-11-29,519034.OF,1.25
32,2019-12-31,519034.OF,1.341
33,2020-01-23,519034.OF,1.425
34,2020-02-28,519034.OF,1.451
35,2020-03-31,519034.OF,1.3123
36,2020-04-30,519034.OF,1.4276
37,2020-05-29,519034.OF,1.4615
38,2020-06-30,519034.OF,1.6368
39,2020-07-31,519034.OF,1.8242
40,2020-08-31,519034.OF,1.8776
41,2020-09-30,519034.OF,1.7691
42,2020-10-30,519034.OF,1.7517
43,2020-11-30,519034.OF,1.7885
44,2020-12-31,519034.OF,1.8739
45,2021-01-29,519034.OF,1.9727
46,2021-02-26,519034.OF,1.8952
47,2021-03-31,519034.OF,1.8682
48,2021-04-30,519034.OF,1.9969
49,2021-05-31,519034.OF,2.0003
50,2021-06-30,519034.OF,2.0432
51,2021-07-30,519034.OF,2.1087
52,2021-08-31,519034.OF,2.2705
53,2021-09-30,519034.OF,2.1821
54,2021-10-29,519034.OF,2.2073
55,2021-11-30,519034.OF,2.2867
56,2021-12-31,519034.OF,2.2701
57,2022-01-28,519034.OF,2.0444
58,2022-02-28,519034.OF,2.1423
59,2022-03-01,519034.OF,2.1428
