,time,thscode,netAssetValue
0,2017-04-28,002656.OF,0.8854
1,2017-05-31,002656.OF,0.8508
2,2017-06-30,002656.OF,0.8771
3,2017-07-31,002656.OF,0.842
4,2017-08-31,002656.OF,0.8957
5,2017-09-29,002656.OF,0.9055
6,2017-10-31,002656.OF,0.906
7,2017-11-30,002656.OF,0.8472
8,2017-12-29,002656.OF,0.8392
9,2018-01-31,002656.OF,0.8321
10,2018-02-28,002656.OF,0.8419
11,2018-03-30,002656.OF,0.9088
12,2018-04-27,002656.OF,0.8665
13,2018-05-31,002656.OF,0.8404
14,2018-06-29,002656.OF,0.7788
15,2018-07-31,002656.OF,0.7619
16,2018-08-31,002656.OF,0.7027
17,2018-09-28,002656.OF,0.6915
18,2018-10-31,002656.OF,0.629
19,2018-11-30,002656.OF,0.6545
20,2018-12-28,002656.OF,0.6183
21,2019-01-31,002656.OF,0.6077
22,2019-02-28,002656.OF,0.7503
23,2019-03-29,002656.OF,0.8255
24,2019-04-30,002656.OF,0.7944
25,2019-05-31,002656.OF,0.7315
26,2019-06-28,002656.OF,0.7458
27,2019-07-31,002656.OF,0.7739
28,2019-08-30,002656.OF,0.7929
29,2019-09-30,002656.OF,0.8008
30,2019-10-31,002656.OF,0.8213
31,2019-11-29,002656.OF,0.8183
32,2019-12-31,002656.OF,0.8799
33,2020-01-23,002656.OF,0.9399
34,2020-02-28,002656.OF,1.0111
35,2020-03-31,002656.OF,0.9175
36,2020-04-30,002656.OF,1.0092
37,2020-05-29,002656.OF,1.018
38,2020-06-30,002656.OF,1.1818
39,2020-07-31,002656.OF,1.3473
40,2020-08-31,002656.OF,1.3227
41,2020-09-30,002656.OF,1.2557
42,2020-10-30,002656.OF,1.2955
43,2020-11-30,002656.OF,1.2858
44,2020-12-31,002656.OF,1.4422
45,2021-01-29,002656.OF,1.518
46,2021-02-26,002656.OF,1.4206
47,2021-03-31,002656.OF,1.3503
48,2021-04-30,002656.OF,1.5092
49,2021-05-31,002656.OF,1.6107
50,2021-06-30,002656.OF,1.6915
51,2021-07-30,002656.OF,1.6742
52,2021-08-31,002656.OF,1.5711
53,2021-09-30,002656.OF,1.5857
54,2021-10-29,002656.OF,1.6346
55,2021-11-30,002656.OF,1.7014
56,2021-12-31,002656.OF,1.6226
57,2022-01-28,002656.OF,1.4311
58,2022-02-28,002656.OF,1.4185
59,2022-03-01,002656.OF,1.4207
