,time,thscode,netAssetValue
0,2017-04-28,002063.OF,1.719
1,2017-05-31,002063.OF,1.739
2,2017-06-30,002063.OF,1.783
3,2017-07-31,002063.OF,1.807
4,2017-08-31,002063.OF,1.838
5,2017-09-29,002063.OF,1.861
6,2017-10-31,002063.OF,1.955
7,2017-11-30,002063.OF,1.957
8,2017-12-29,002063.OF,1.978
9,2018-01-31,002063.OF,2.054
10,2018-02-28,002063.OF,1.997
11,2018-03-30,002063.OF,1.936
12,2018-04-27,002063.OF,1.92
13,2018-05-31,002063.OF,1.897
14,2018-06-29,002063.OF,1.75
15,2018-07-31,002063.OF,1.732
16,2018-08-31,002063.OF,1.723
17,2018-09-28,002063.OF,1.773
18,2018-10-31,002063.OF,1.606
19,2018-11-30,002063.OF,1.614
20,2018-12-28,002063.OF,1.59
21,2019-01-31,002063.OF,1.627
22,2019-02-28,002063.OF,1.737
23,2019-03-29,002063.OF,1.8
24,2019-04-30,002063.OF,1.804
25,2019-05-31,002063.OF,1.6908
26,2019-06-28,002063.OF,1.587
27,2019-07-31,002063.OF,1.6034
28,2019-08-30,002063.OF,1.5933
29,2019-09-30,002063.OF,1.4433
30,2019-10-31,002063.OF,1.4681
31,2019-11-29,002063.OF,1.4405
32,2019-12-31,002063.OF,1.3922
33,2020-01-23,002063.OF,1.3766
34,2020-02-28,002063.OF,1.36
35,2020-03-31,002063.OF,1.268
36,2020-04-30,002063.OF,1.3498
37,2020-05-29,002063.OF,1.3438
38,2020-06-30,002063.OF,1.3258
39,2020-07-31,002063.OF,1.5375
40,2020-08-31,002063.OF,1.6097
41,2020-09-30,002063.OF,1.5665
42,2020-10-30,002063.OF,1.534
43,2020-11-30,002063.OF,1.5784
44,2020-12-31,002063.OF,1.6208
45,2021-01-29,002063.OF,1.6753
46,2021-02-26,002063.OF,1.6465
47,2021-03-31,002063.OF,1.5783
48,2021-04-30,002063.OF,1.5884
49,2021-05-31,002063.OF,1.6517
50,2021-06-30,002063.OF,1.6519
51,2021-07-30,002063.OF,1.5646
52,2021-08-31,002063.OF,1.5018
53,2021-09-30,002063.OF,1.4784
54,2021-10-29,002063.OF,1.4847
55,2021-11-30,002063.OF,1.3757
56,2021-12-31,002063.OF,1.3883
57,2022-01-28,002063.OF,1.3049
58,2022-02-28,002063.OF,1.3042
59,2022-03-01,002063.OF,1.3113
