,time,thscode,netAssetValue
0,2017-04-28,001764.OF,1.098
1,2017-05-31,001764.OF,1.134
2,2017-06-30,001764.OF,1.143
3,2017-07-31,001764.OF,1.209
4,2017-08-31,001764.OF,1.216
5,2017-10-31,001764.OF,1.277
6,2017-11-30,001764.OF,1.152
7,2017-12-29,001764.OF,1.167
8,2018-01-31,001764.OF,1.237
9,2018-02-28,001764.OF,1.186
10,2018-03-30,001764.OF,1.108
11,2018-04-27,001764.OF,1.07
12,2018-05-31,001764.OF,1.134
13,2018-06-29,001764.OF,1.072
14,2018-07-31,001764.OF,1.044
15,2018-08-31,001764.OF,0.982
16,2018-09-28,001764.OF,0.994
17,2018-10-31,001764.OF,0.857
18,2018-11-30,001764.OF,0.883
19,2018-12-28,001764.OF,0.835
20,2019-01-31,001764.OF,0.886
21,2019-02-28,001764.OF,0.922
22,2019-03-29,001764.OF,0.961
23,2019-04-30,001764.OF,0.966
24,2019-05-31,001764.OF,0.89
25,2019-06-28,001764.OF,0.93
26,2019-07-31,001764.OF,0.933
27,2019-08-30,001764.OF,0.945
28,2019-09-30,001764.OF,0.948
29,2019-10-31,001764.OF,0.981
30,2019-11-29,001764.OF,0.978
31,2019-12-31,001764.OF,1.053
32,2020-01-23,001764.OF,1.068
33,2020-02-28,001764.OF,1.111
34,2020-03-31,001764.OF,1.026
35,2020-04-30,001764.OF,1.117
36,2020-05-29,001764.OF,1.174
37,2020-06-30,001764.OF,1.337
38,2020-07-31,001764.OF,1.574
39,2020-08-31,001764.OF,1.567
40,2020-09-30,001764.OF,1.544
41,2020-10-30,001764.OF,1.562
42,2020-11-30,001764.OF,1.558
43,2020-12-31,001764.OF,1.709
44,2021-01-29,001764.OF,1.864
45,2021-02-26,001764.OF,1.796
46,2021-03-31,001764.OF,1.691
47,2021-04-30,001764.OF,1.759
48,2021-05-31,001764.OF,1.797
49,2021-06-30,001764.OF,1.84
50,2021-07-30,001764.OF,1.649
51,2021-08-31,001764.OF,1.614
52,2021-09-30,001764.OF,1.582
53,2021-10-29,001764.OF,1.516
54,2021-11-30,001764.OF,1.435
55,2021-12-31,001764.OF,1.372
56,2022-01-28,001764.OF,1.241
57,2022-02-28,001764.OF,1.217
58,2022-03-01,001764.OF,1.237
