,time,thscode,netAssetValue
0,2017-04-28,003054.OF,0.998
1,2017-05-31,003054.OF,0.97
2,2017-06-30,003054.OF,1.018
3,2017-07-31,003054.OF,1.013
4,2017-08-31,003054.OF,1.053
5,2017-09-29,003054.OF,1.08
6,2017-10-31,003054.OF,1.125
7,2017-11-30,003054.OF,1.091
8,2017-12-29,003054.OF,1.091
9,2018-01-31,003054.OF,1.065
10,2018-02-28,003054.OF,1.108
11,2018-03-30,003054.OF,1.159
12,2018-04-27,003054.OF,1.091
13,2018-05-31,003054.OF,1.05
14,2018-06-29,003054.OF,0.976
15,2018-07-31,003054.OF,0.989
16,2018-08-31,003054.OF,0.951
17,2018-09-28,003054.OF,0.914
18,2018-10-31,003054.OF,0.83
19,2018-11-30,003054.OF,0.846
20,2018-12-28,003054.OF,0.822
21,2019-01-31,003054.OF,0.842
22,2019-02-28,003054.OF,1.019
23,2019-03-29,003054.OF,1.093
24,2019-04-30,003054.OF,1.05
25,2019-05-31,003054.OF,0.976
26,2019-06-28,003054.OF,1.029
27,2019-07-31,003054.OF,1.082
28,2019-08-30,003054.OF,1.118
29,2019-09-30,003054.OF,1.168
30,2019-10-31,003054.OF,1.193
31,2019-11-29,003054.OF,1.189
32,2019-12-31,003054.OF,1.315
33,2020-01-23,003054.OF,1.356
34,2020-02-28,003054.OF,1.421
35,2020-03-31,003054.OF,1.221
36,2020-04-30,003054.OF,1.317
37,2020-05-29,003054.OF,1.315
38,2020-06-30,003054.OF,1.496
39,2020-07-31,003054.OF,1.538
40,2020-08-31,003054.OF,1.538
41,2020-09-30,003054.OF,1.491
42,2020-10-30,003054.OF,1.492
43,2020-11-30,003054.OF,1.492
44,2020-12-31,003054.OF,1.693
45,2021-01-29,003054.OF,1.794
46,2021-02-26,003054.OF,1.644
47,2021-03-31,003054.OF,1.569
48,2021-04-30,003054.OF,1.745
49,2021-05-31,003054.OF,1.853
50,2021-06-30,003054.OF,1.957
51,2021-07-30,003054.OF,2.137
52,2021-08-31,003054.OF,1.939
53,2021-09-30,003054.OF,1.882
54,2021-10-29,003054.OF,1.891
55,2021-11-30,003054.OF,1.935
56,2021-12-31,003054.OF,1.93
57,2022-01-28,003054.OF,1.734
58,2022-02-28,003054.OF,1.72
59,2022-03-01,003054.OF,1.721
