,time,thscode,netAssetValue
0,2017-04-28,003984.OF,0.9674
1,2017-05-31,003984.OF,0.9388
2,2017-06-30,003984.OF,0.9832
3,2017-07-31,003984.OF,1.0753
4,2017-08-31,003984.OF,1.0599
5,2017-09-29,003984.OF,1.1465
6,2017-10-31,003984.OF,1.1658
7,2017-11-30,003984.OF,1.1347
8,2017-12-29,003984.OF,1.1605
9,2018-01-31,003984.OF,1.148
10,2018-02-28,003984.OF,1.1022
11,2018-03-30,003984.OF,1.0989
12,2018-04-27,003984.OF,1.0646
13,2018-05-31,003984.OF,1.0475
14,2018-06-29,003984.OF,0.9257
15,2018-07-31,003984.OF,0.8999
16,2018-08-31,003984.OF,0.8297
17,2018-09-28,003984.OF,0.8498
18,2018-10-31,003984.OF,0.7643
19,2018-11-30,003984.OF,0.8561
20,2018-12-28,003984.OF,0.8397
21,2019-01-31,003984.OF,0.9239
22,2019-02-28,003984.OF,1.0379
23,2019-03-29,003984.OF,1.088
24,2019-04-30,003984.OF,1.0963
25,2019-05-31,003984.OF,1.0629
26,2019-06-28,003984.OF,1.0467
27,2019-07-31,003984.OF,1.1307
28,2019-08-30,003984.OF,1.1749
29,2019-09-30,003984.OF,1.1921
30,2019-10-31,003984.OF,1.1541
31,2019-11-29,003984.OF,1.2126
32,2019-12-31,003984.OF,1.3557
33,2020-01-23,003984.OF,1.4717
34,2020-02-28,003984.OF,1.6066
35,2020-03-31,003984.OF,1.369
36,2020-04-30,003984.OF,1.5118
37,2020-05-29,003984.OF,1.5688
38,2020-06-30,003984.OF,1.8045
39,2020-07-31,003984.OF,2.0662
40,2020-08-31,003984.OF,2.0591
41,2020-09-30,003984.OF,2.0903
42,2020-10-30,003984.OF,2.2247
43,2020-11-30,003984.OF,2.3889
44,2020-12-31,003984.OF,2.8199
45,2021-01-29,003984.OF,2.8623
46,2021-02-26,003984.OF,2.7316
47,2021-03-31,003984.OF,2.5708
48,2021-04-30,003984.OF,2.7193
49,2021-05-31,003984.OF,2.9686
50,2021-06-30,003984.OF,3.2631
51,2021-07-30,003984.OF,3.4541
52,2021-08-31,003984.OF,3.5736
53,2021-09-30,003984.OF,3.5268
54,2021-10-29,003984.OF,3.7863
55,2021-11-30,003984.OF,3.849
56,2021-12-31,003984.OF,3.5733
57,2022-01-28,003984.OF,3.2699
58,2022-02-28,003984.OF,3.3283
59,2022-03-01,003984.OF,3.3229
