,time,thscode,netAssetValue
0,2017-04-28,160322.OF,1.1102
1,2017-05-31,160322.OF,1.1429
2,2017-06-30,160322.OF,1.1603
3,2017-07-31,160322.OF,1.2307
4,2017-08-31,160322.OF,1.1923
5,2017-09-29,160322.OF,1.2331
6,2017-10-31,160322.OF,1.2576
7,2017-11-30,160322.OF,1.2634
8,2017-12-29,160322.OF,1.2793
9,2018-01-31,160322.OF,1.3083
10,2018-02-28,160322.OF,1.2143
11,2018-03-30,160322.OF,
12,2018-04-27,160322.OF,
13,2018-05-31,160322.OF,1.2394
14,2018-06-29,160322.OF,1.1932
15,2018-07-31,160322.OF,1.1818
16,2018-08-31,160322.OF,1.0786
17,2018-09-28,160322.OF,
18,2018-10-31,160322.OF,0.9678
19,2018-11-30,160322.OF,0.9889
20,2018-12-28,160322.OF,
21,2019-01-31,160322.OF,
22,2019-02-28,160322.OF,1.023
23,2019-03-29,160322.OF,1.0407
24,2019-04-30,160322.OF,
25,2019-05-31,160322.OF,0.967
26,2019-06-28,160322.OF,1.0404
27,2019-07-31,160322.OF,1.0353
28,2019-08-30,160322.OF,1.0729
29,2019-09-30,160322.OF,
30,2019-10-31,160322.OF,1.1203
31,2019-11-29,160322.OF,1.0799
32,2019-12-31,160322.OF,1.1294
33,2020-01-23,160322.OF,
34,2020-02-28,160322.OF,1.1304
35,2020-03-31,160322.OF,1.057
36,2020-04-30,160322.OF,
37,2020-05-29,160322.OF,1.2291
38,2020-06-30,160322.OF,1.2656
39,2020-07-31,160322.OF,1.3293
40,2020-08-31,160322.OF,1.3758
41,2020-09-30,160322.OF,1.4076
42,2020-10-30,160322.OF,1.4589
43,2020-11-30,160322.OF,1.4764
44,2020-12-31,160322.OF,1.648
45,2021-01-29,160322.OF,1.69
46,2021-02-26,160322.OF,1.6127
47,2021-03-31,160322.OF,1.5646
48,2021-04-30,160322.OF,1.6021
49,2021-05-31,160322.OF,1.6543
50,2021-06-30,160322.OF,1.7244
51,2021-07-30,160322.OF,1.5227
52,2021-08-31,160322.OF,1.5365
53,2021-09-30,160322.OF,1.4596
54,2021-10-29,160322.OF,1.4603
55,2021-11-30,160322.OF,1.3967
56,2021-12-31,160322.OF,1.3383
57,2022-01-28,160322.OF,1.2569
58,2022-02-28,160322.OF,1.2208
59,2022-03-01,160322.OF,1.2232
