,time,thscode,netAssetValue
0,2017-04-28,000854.OF,1.347
1,2017-05-31,000854.OF,1.323
2,2017-06-30,000854.OF,1.432
3,2017-07-31,000854.OF,1.472
4,2017-08-31,000854.OF,1.471
5,2017-09-29,000854.OF,1.524
6,2017-10-31,000854.OF,1.666
7,2017-11-30,000854.OF,1.604
8,2017-12-29,000854.OF,1.73
9,2018-01-31,000854.OF,1.827
10,2018-02-28,000854.OF,1.697
11,2018-03-30,000854.OF,1.648
12,2018-04-27,000854.OF,1.623
13,2018-05-31,000854.OF,1.808
14,2018-06-29,000854.OF,1.744
15,2018-07-31,000854.OF,1.67
16,2018-08-31,000854.OF,1.484
17,2018-09-28,000854.OF,1.532
18,2018-10-31,000854.OF,1.225
19,2018-11-30,000854.OF,1.282
20,2018-12-28,000854.OF,1.245
21,2019-01-31,000854.OF,1.324
22,2019-02-28,000854.OF,1.513
23,2019-03-29,000854.OF,1.772
24,2019-04-30,000854.OF,1.852
25,2019-05-31,000854.OF,1.761
26,2019-06-28,000854.OF,1.926
27,2019-07-31,000854.OF,1.957
28,2019-08-30,000854.OF,2.148
29,2019-09-30,000854.OF,2.093
30,2019-10-31,000854.OF,2.164
31,2019-11-29,000854.OF,2.156
32,2019-12-31,000854.OF,2.269
33,2020-01-23,000854.OF,2.227
34,2020-02-28,000854.OF,2.205
35,2020-03-31,000854.OF,2.14
36,2020-04-30,000854.OF,2.387
37,2020-05-29,000854.OF,2.627
38,2020-06-30,000854.OF,2.896
39,2020-07-31,000854.OF,3.348
40,2020-08-31,000854.OF,3.572
41,2020-09-30,000854.OF,3.353
42,2020-10-30,000854.OF,3.513
43,2020-11-30,000854.OF,3.533
44,2020-12-31,000854.OF,4.1
45,2021-01-29,000854.OF,4.192
46,2021-02-26,000854.OF,3.95
47,2021-03-31,000854.OF,3.78
48,2021-04-30,000854.OF,4.076
49,2021-05-31,000854.OF,4.338
50,2021-06-30,000854.OF,4.291
51,2021-07-30,000854.OF,3.795
52,2021-08-31,000854.OF,3.567
53,2021-09-30,000854.OF,3.84
54,2021-10-29,000854.OF,3.86
55,2021-11-30,000854.OF,3.967
56,2021-12-31,000854.OF,3.823
57,2022-01-28,000854.OF,3.362
58,2022-02-28,000854.OF,3.358
59,2022-03-01,000854.OF,3.395
