,time,thscode,netAssetValue
0,2017-04-28,450009.OF,1.541
1,2017-05-31,450009.OF,1.553
2,2017-06-30,450009.OF,1.666
3,2017-07-31,450009.OF,1.677
4,2017-08-31,450009.OF,1.719
5,2017-09-29,450009.OF,1.804
6,2017-10-31,450009.OF,1.857
7,2017-11-30,450009.OF,1.807
8,2017-12-29,450009.OF,1.841
9,2018-01-31,450009.OF,1.875
10,2018-02-28,450009.OF,1.859
11,2018-03-30,450009.OF,1.836
12,2018-04-27,450009.OF,1.803
13,2018-05-31,450009.OF,1.862
14,2018-06-29,450009.OF,1.72
15,2018-07-31,450009.OF,1.733
16,2018-08-31,450009.OF,1.672
17,2018-09-28,450009.OF,1.705
18,2018-10-31,450009.OF,1.525
19,2018-11-30,450009.OF,1.583
20,2018-12-28,450009.OF,1.383
21,2019-01-31,450009.OF,1.455
22,2019-02-28,450009.OF,1.643
23,2019-03-29,450009.OF,1.769
24,2019-04-30,450009.OF,1.762
25,2019-05-31,450009.OF,1.684
26,2019-06-28,450009.OF,1.599
27,2019-07-31,450009.OF,1.638
28,2019-08-30,450009.OF,1.672
29,2019-09-30,450009.OF,1.667
30,2019-10-31,450009.OF,1.74
31,2019-11-29,450009.OF,1.728
32,2019-12-31,450009.OF,1.624
33,2020-01-23,450009.OF,1.6
34,2020-02-28,450009.OF,1.579
35,2020-03-31,450009.OF,1.499
36,2020-04-30,450009.OF,1.641
37,2020-05-29,450009.OF,1.709
38,2020-06-30,450009.OF,1.854
39,2020-07-31,450009.OF,2.14
40,2020-08-31,450009.OF,2.288
41,2020-09-30,450009.OF,2.194
42,2020-10-30,450009.OF,2.313
43,2020-11-30,450009.OF,2.365
44,2020-12-31,450009.OF,2.497
45,2021-01-29,450009.OF,2.716
46,2021-02-26,450009.OF,2.773
47,2021-03-31,450009.OF,2.768
48,2021-04-30,450009.OF,2.841
49,2021-05-31,450009.OF,2.872
50,2021-06-30,450009.OF,2.825
51,2021-07-30,450009.OF,2.609
52,2021-08-31,450009.OF,2.63
53,2021-09-30,450009.OF,2.662
54,2021-10-29,450009.OF,2.653
55,2021-11-30,450009.OF,2.7
56,2021-12-31,450009.OF,2.78
57,2022-01-28,450009.OF,2.604
58,2022-02-28,450009.OF,2.63
59,2022-03-01,450009.OF,2.644
