,time,thscode,netAssetValue
0,2017-04-28,000513.OF,1.418
1,2017-05-31,000513.OF,1.378
2,2017-06-30,000513.OF,1.494
3,2017-07-31,000513.OF,1.477
4,2017-08-31,000513.OF,1.562
5,2017-09-29,000513.OF,1.639
6,2017-10-31,000513.OF,1.711
7,2017-11-30,000513.OF,1.722
8,2017-12-29,000513.OF,1.748
9,2018-01-31,000513.OF,1.751
10,2018-02-28,000513.OF,1.736
11,2018-03-30,000513.OF,1.7
12,2018-04-27,000513.OF,1.589
13,2018-05-31,000513.OF,1.586
14,2018-06-29,000513.OF,1.505
15,2018-07-31,000513.OF,1.518
16,2018-08-31,000513.OF,1.42
17,2018-09-28,000513.OF,1.411
18,2018-10-31,000513.OF,1.24
19,2018-11-30,000513.OF,1.261
20,2018-12-28,000513.OF,1.198
21,2019-01-31,000513.OF,1.272
22,2019-02-28,000513.OF,1.464
23,2019-03-29,000513.OF,1.642
24,2019-04-30,000513.OF,1.659
25,2019-05-31,000513.OF,1.564
26,2019-06-28,000513.OF,1.693
27,2019-07-31,000513.OF,1.75
28,2019-08-30,000513.OF,1.837
29,2019-09-30,000513.OF,1.879
30,2019-10-31,000513.OF,1.936
31,2019-11-29,000513.OF,1.987
32,2019-12-31,000513.OF,2.151
33,2020-01-23,000513.OF,2.201
34,2020-02-28,000513.OF,2.317
35,2020-03-31,000513.OF,2.18
36,2020-04-30,000513.OF,2.399
37,2020-05-29,000513.OF,2.448
38,2020-06-30,000513.OF,2.856
39,2020-07-31,000513.OF,3.293
40,2020-08-31,000513.OF,3.367
41,2020-09-30,000513.OF,3.236
42,2020-10-30,000513.OF,3.306
43,2020-11-30,000513.OF,3.217
44,2020-12-31,000513.OF,3.572
45,2021-01-29,000513.OF,3.797
46,2021-02-26,000513.OF,3.694
47,2021-03-31,000513.OF,3.518
48,2021-04-30,000513.OF,3.801
49,2021-05-31,000513.OF,4.009
50,2021-06-30,000513.OF,3.995
51,2021-07-30,000513.OF,3.746
52,2021-08-31,000513.OF,3.871
53,2021-09-30,000513.OF,3.761
54,2021-10-29,000513.OF,3.845
55,2021-11-30,000513.OF,4.063
56,2021-12-31,000513.OF,4.113
57,2022-01-28,000513.OF,3.61
58,2022-02-28,000513.OF,3.574
59,2022-03-01,000513.OF,3.57
