,time,thscode,netAssetValue
0,2017-04-28,161604.OF,1.285
1,2017-05-31,161604.OF,1.27
2,2017-06-30,161604.OF,1.38
3,2017-07-31,161604.OF,1.384
4,2017-08-31,161604.OF,1.19
5,2017-09-29,161604.OF,1.222
6,2017-10-31,161604.OF,1.295
7,2017-11-30,161604.OF,1.257
8,2017-12-29,161604.OF,1.282
9,2018-01-31,161604.OF,1.323
10,2018-02-28,161604.OF,1.27
11,2018-03-30,161604.OF,1.243
12,2018-04-27,161604.OF,1.171
13,2018-05-31,161604.OF,1.196
14,2018-06-29,161604.OF,1.106
15,2018-07-31,161604.OF,1.082
16,2018-08-31,161604.OF,1.001
17,2018-09-28,161604.OF,0.999
18,2018-10-31,161604.OF,0.887
19,2018-11-30,161604.OF,0.913
20,2018-12-28,161604.OF,0.856
21,2019-01-31,161604.OF,0.913
22,2019-02-28,161604.OF,1.081
23,2019-03-29,161604.OF,1.151
24,2019-04-30,161604.OF,1.148
25,2019-05-31,161604.OF,1.067
26,2019-06-28,161604.OF,1.117
27,2019-07-31,161604.OF,1.15
28,2019-08-30,161604.OF,1.161
29,2019-09-30,161604.OF,1.164
30,2019-10-31,161604.OF,1.209
31,2019-11-29,161604.OF,1.2
32,2019-12-31,161604.OF,1.293
33,2020-01-23,161604.OF,1.301
34,2020-02-28,161604.OF,1.329
35,2020-03-31,161604.OF,1.221
36,2020-04-30,161604.OF,1.314
37,2020-05-29,161604.OF,1.316
38,2020-06-30,161604.OF,1.485
39,2020-07-31,161604.OF,1.702
40,2020-08-31,161604.OF,1.729
41,2020-09-30,161604.OF,1.635
42,2020-10-30,161604.OF,1.716
43,2020-11-30,161604.OF,1.769
44,2020-12-31,161604.OF,1.915
45,2021-01-29,161604.OF,1.988
46,2021-02-26,161604.OF,1.929
47,2021-03-31,161604.OF,1.813
48,2021-04-30,161604.OF,1.922
49,2021-05-31,161604.OF,1.985
50,2021-06-30,161604.OF,2.001
51,2021-07-30,161604.OF,1.87
52,2021-08-31,161604.OF,1.816
53,2021-09-30,161604.OF,1.842
54,2021-10-29,161604.OF,1.881
55,2021-11-30,161604.OF,1.887
56,2021-12-31,161604.OF,1.893
57,2022-01-28,161604.OF,1.724
58,2022-02-28,161604.OF,1.699
59,2022-03-01,161604.OF,1.709
