,time,thscode,netAssetValue
0,2017-04-28,510170.OF,1.734
1,2017-05-31,510170.OF,1.667
2,2017-06-30,510170.OF,1.779
3,2017-07-31,510170.OF,2.091
4,2017-08-31,510170.OF,2.174
5,2017-09-29,510170.OF,2.17
6,2017-10-31,510170.OF,2.067
7,2017-11-30,510170.OF,2.035
8,2017-12-29,510170.OF,2.061
9,2018-01-31,510170.OF,2.148
10,2018-02-28,510170.OF,2.028
11,2018-03-30,510170.OF,1.942
12,2018-04-27,510170.OF,1.873
13,2018-05-31,510170.OF,1.83
14,2018-06-29,510170.OF,1.748
15,2018-07-31,510170.OF,1.761
16,2018-08-31,510170.OF,1.66
17,2018-09-28,510170.OF,1.704
18,2018-10-31,510170.OF,1.549
19,2018-11-30,510170.OF,1.495
20,2018-12-28,510170.OF,1.415
21,2019-01-31,510170.OF,1.452
22,2019-02-28,510170.OF,1.692
23,2019-03-29,510170.OF,1.721
24,2019-04-30,510170.OF,1.661
25,2019-05-31,510170.OF,1.623
26,2019-06-28,510170.OF,1.68
27,2019-07-31,510170.OF,1.646
28,2019-08-30,510170.OF,1.631
29,2019-09-30,510170.OF,1.603
30,2019-10-31,510170.OF,1.566
31,2019-11-29,510170.OF,1.599
32,2019-12-31,510170.OF,1.779
33,2020-01-23,510170.OF,1.721
34,2020-02-28,510170.OF,1.68
35,2020-03-31,510170.OF,1.553
36,2020-04-30,510170.OF,1.596
37,2020-05-29,510170.OF,1.616
38,2020-06-30,510170.OF,1.691
39,2020-07-31,510170.OF,2.15
40,2020-08-31,510170.OF,2.211
41,2020-09-30,510170.OF,2.067
42,2020-10-30,510170.OF,2.138
43,2020-11-30,510170.OF,2.458
44,2020-12-31,510170.OF,2.504
45,2021-01-29,510170.OF,2.521
46,2021-02-26,510170.OF,2.76
47,2021-03-31,510170.OF,2.592
48,2021-04-30,510170.OF,2.695
49,2021-05-31,510170.OF,2.87
50,2021-06-30,510170.OF,2.844
51,2021-07-30,510170.OF,3.288
52,2021-08-31,510170.OF,4.023
53,2021-09-30,510170.OF,3.782
54,2021-10-29,510170.OF,3.548
55,2021-11-30,510170.OF,3.595
56,2021-12-31,510170.OF,3.527
57,2022-01-28,510170.OF,3.244
58,2022-02-28,510170.OF,3.706
59,2022-03-01,510170.OF,3.704
