,time,thscode,netAssetValue
0,2017-04-28,159910.OF,1.4848
1,2017-05-31,159910.OF,1.4783
2,2017-06-30,159910.OF,1.6202
3,2017-07-31,159910.OF,1.6589
4,2017-08-31,159910.OF,1.6761
5,2017-09-29,159910.OF,1.7132
6,2017-10-31,159910.OF,1.8073
7,2017-11-30,159910.OF,1.7994
8,2017-12-29,159910.OF,1.8337
9,2018-01-31,159910.OF,1.9789
10,2018-02-28,159910.OF,1.8443
11,2018-03-30,159910.OF,1.7646
12,2018-04-27,159910.OF,1.6815
13,2018-05-31,159910.OF,1.7166
14,2018-06-29,159910.OF,1.5802
15,2018-07-31,159910.OF,1.5672
16,2018-08-31,159910.OF,1.476
17,2018-09-28,159910.OF,1.5
18,2018-10-31,159910.OF,1.3813
19,2018-11-30,159910.OF,1.4088
20,2018-12-28,159910.OF,1.3488
21,2019-01-31,159910.OF,1.4527
22,2019-02-28,159910.OF,1.6828
23,2019-03-29,159910.OF,1.8375
24,2019-04-30,159910.OF,1.8681
25,2019-05-31,159910.OF,1.7428
26,2019-06-28,159910.OF,1.7976
27,2019-07-31,159910.OF,1.8263
28,2019-08-30,159910.OF,1.7866
29,2019-09-30,159910.OF,1.8017
30,2019-10-31,159910.OF,1.8413
31,2019-11-29,159910.OF,1.8435
32,2019-12-31,159910.OF,2.0134
33,2020-01-23,159910.OF,1.9645
34,2020-02-28,159910.OF,1.9518
35,2020-03-31,159910.OF,1.7677
36,2020-04-30,159910.OF,1.8585
37,2020-05-29,159910.OF,1.8471
38,2020-06-30,159910.OF,1.9898
39,2020-07-31,159910.OF,2.2418
40,2020-08-31,159910.OF,2.3208
41,2020-09-30,159910.OF,2.2129
42,2020-10-30,159910.OF,2.2965
43,2020-11-30,159910.OF,2.509
44,2020-12-31,159910.OF,2.5191
45,2021-01-29,159910.OF,2.5609
46,2021-02-26,159910.OF,2.6496
47,2021-03-31,159910.OF,2.5439
48,2021-04-30,159910.OF,2.5733
49,2021-05-31,159910.OF,2.6035
50,2021-06-30,159910.OF,2.5193
51,2021-07-30,159910.OF,2.347
52,2021-08-31,159910.OF,2.4253
53,2021-09-30,159910.OF,2.4598
54,2021-10-29,159910.OF,2.3439
55,2021-11-30,159910.OF,2.3254
56,2021-12-31,159910.OF,2.4466
57,2022-01-28,159910.OF,2.3359
58,2022-02-28,159910.OF,2.3124
59,2022-03-01,159910.OF,2.3357
