,time,thscode,netAssetValue
0,2017-04-28,001877.OF,1.021
1,2017-05-31,001877.OF,0.941
2,2017-06-30,001877.OF,0.988
3,2017-07-31,001877.OF,0.914
4,2017-08-31,001877.OF,0.946
5,2017-09-29,001877.OF,0.959
6,2017-10-31,001877.OF,0.947
7,2017-11-30,001877.OF,0.935
8,2017-12-29,001877.OF,0.939
9,2018-01-31,001877.OF,0.928
10,2018-02-28,001877.OF,0.874
11,2018-03-30,001877.OF,0.868
12,2018-04-27,001877.OF,0.862
13,2018-05-31,001877.OF,0.815
14,2018-06-29,001877.OF,0.805
15,2018-07-31,001877.OF,0.812
16,2018-08-31,001877.OF,0.778
17,2018-09-28,001877.OF,0.787
18,2018-10-31,001877.OF,0.698
19,2018-11-30,001877.OF,0.714
20,2018-12-28,001877.OF,0.683
21,2019-01-31,001877.OF,0.697
22,2019-02-28,001877.OF,0.828
23,2019-03-29,001877.OF,0.873
24,2019-04-30,001877.OF,0.818
25,2019-05-31,001877.OF,0.788
26,2019-06-28,001877.OF,0.822
27,2019-07-31,001877.OF,0.835
28,2019-08-30,001877.OF,0.855
29,2019-09-30,001877.OF,0.838
30,2019-10-31,001877.OF,0.844
31,2019-11-29,001877.OF,0.842
32,2019-12-31,001877.OF,0.907
33,2020-01-23,001877.OF,0.955
34,2020-02-28,001877.OF,1.007
35,2020-03-31,001877.OF,0.933
36,2020-04-30,001877.OF,0.984
37,2020-05-29,001877.OF,0.978
38,2020-06-30,001877.OF,1.053
39,2020-07-31,001877.OF,1.2
40,2020-08-31,001877.OF,1.214
41,2020-09-30,001877.OF,1.16
42,2020-10-30,001877.OF,1.091
43,2020-11-30,001877.OF,1.062
44,2020-12-31,001877.OF,1.126
45,2021-01-29,001877.OF,1.195
46,2021-02-26,001877.OF,1.196
47,2021-03-31,001877.OF,1.161
48,2021-04-30,001877.OF,1.249
49,2021-05-31,001877.OF,1.324
50,2021-06-30,001877.OF,1.412
51,2021-07-30,001877.OF,1.588
52,2021-08-31,001877.OF,1.726
53,2021-09-30,001877.OF,1.6762
54,2021-10-29,001877.OF,1.655
55,2021-11-30,001877.OF,1.8707
56,2021-12-31,001877.OF,1.8561
57,2022-01-28,001877.OF,1.6338
58,2022-02-28,001877.OF,1.6014
59,2022-03-01,001877.OF,1.6033
