,time,thscode,netAssetValue
0,2017-04-28,001052.OF,0.656
1,2017-05-31,001052.OF,0.619
2,2017-06-30,001052.OF,0.652
3,2017-07-31,001052.OF,0.669
4,2017-08-31,001052.OF,0.687
5,2017-09-29,001052.OF,0.701
6,2017-10-31,001052.OF,0.697
7,2017-11-30,001052.OF,0.668
8,2017-12-29,001052.OF,0.667
9,2018-01-31,001052.OF,0.661
10,2018-02-28,001052.OF,0.644
11,2018-03-30,001052.OF,0.653
12,2018-04-27,001052.OF,0.628
13,2018-05-31,001052.OF,0.619
14,2018-06-29,001052.OF,0.567
15,2018-07-31,001052.OF,0.565
16,2018-08-31,001052.OF,0.527
17,2018-09-28,001052.OF,0.527
18,2018-10-31,001052.OF,0.473
19,2018-11-30,001052.OF,0.485
20,2018-12-28,001052.OF,0.463
21,2019-01-31,001052.OF,0.464
22,2019-02-28,001052.OF,0.55
23,2019-03-29,001052.OF,0.603
24,2019-04-30,001052.OF,0.578
25,2019-05-31,001052.OF,0.539
26,2019-06-28,001052.OF,0.546
27,2019-07-31,001052.OF,0.544
28,2019-08-30,001052.OF,0.543
29,2019-09-30,001052.OF,0.549
30,2019-10-31,001052.OF,0.546
31,2019-11-29,001052.OF,0.544
32,2019-12-31,001052.OF,0.584
33,2020-01-23,001052.OF,0.596
34,2020-02-28,001052.OF,0.603
35,2020-03-31,001052.OF,0.559
36,2020-04-30,001052.OF,0.5922
37,2020-05-29,001052.OF,0.5988
38,2020-06-30,001052.OF,0.6503
39,2020-07-31,001052.OF,0.7286
40,2020-08-31,001052.OF,0.7389
41,2020-09-30,001052.OF,0.6895
42,2020-10-30,001052.OF,0.6816
43,2020-11-30,001052.OF,0.7038
44,2020-12-31,001052.OF,0.7122
45,2021-01-29,001052.OF,0.7096
46,2021-02-26,001052.OF,0.7122
47,2021-03-31,001052.OF,0.7012
48,2021-04-30,001052.OF,0.7269
49,2021-05-31,001052.OF,0.7544
50,2021-06-30,001052.OF,0.7664
51,2021-07-30,001052.OF,0.7654
52,2021-08-31,001052.OF,0.8178
53,2021-09-30,001052.OF,0.8016
54,2021-10-29,001052.OF,0.7927
55,2021-11-30,001052.OF,0.8177
56,2021-12-31,001052.OF,0.8275
57,2022-01-28,001052.OF,0.7445
58,2022-02-28,001052.OF,0.7734
59,2022-03-01,001052.OF,0.7755
