,time,thscode,netAssetValue
0,2017-04-28,001043.OF,0.922
1,2017-05-31,001043.OF,0.926
2,2017-06-30,001043.OF,0.987
3,2017-07-31,001043.OF,1.019
4,2017-08-31,001043.OF,1.045
5,2017-09-29,001043.OF,1.082
6,2017-10-31,001043.OF,1.111
7,2017-11-30,001043.OF,1.079
8,2017-12-29,001043.OF,1.112
9,2018-01-31,001043.OF,1.171
10,2018-02-28,001043.OF,1.108
11,2018-03-30,001043.OF,1.129
12,2018-04-27,001043.OF,1.09
13,2018-05-31,001043.OF,1.076
14,2018-06-29,001043.OF,1.027
15,2018-07-31,001043.OF,1.024
16,2018-08-31,001043.OF,0.972
17,2018-09-28,001043.OF,0.985
18,2018-10-31,001043.OF,0.925
19,2018-11-30,001043.OF,0.96
20,2018-12-28,001043.OF,0.893
21,2019-01-31,001043.OF,0.962
22,2019-02-28,001043.OF,1.096
23,2019-03-29,001043.OF,1.19
24,2019-04-30,001043.OF,1.197
25,2019-05-31,001043.OF,1.151
26,2019-06-28,001043.OF,1.213
27,2019-07-31,001043.OF,1.242
28,2019-08-30,001043.OF,1.267
29,2019-09-30,001043.OF,1.286
30,2019-10-31,001043.OF,1.305
31,2019-11-29,001043.OF,1.279
32,2019-12-31,001043.OF,1.364
33,2020-01-23,001043.OF,1.378
34,2020-02-28,001043.OF,1.454
35,2020-03-31,001043.OF,1.364
36,2020-04-30,001043.OF,1.474
37,2020-05-29,001043.OF,1.515
38,2020-06-30,001043.OF,1.73
39,2020-07-31,001043.OF,2.021
40,2020-08-31,001043.OF,2.092
41,2020-09-30,001043.OF,2.054
42,2020-10-30,001043.OF,2.178
43,2020-11-30,001043.OF,2.238
44,2020-12-31,001043.OF,2.488
45,2021-01-29,001043.OF,2.655
46,2021-02-26,001043.OF,2.567
47,2021-03-31,001043.OF,2.523
48,2021-04-30,001043.OF,2.729
49,2021-05-31,001043.OF,2.863
50,2021-06-30,001043.OF,2.917
51,2021-07-30,001043.OF,2.766
52,2021-08-31,001043.OF,2.65
53,2021-09-30,001043.OF,2.784
54,2021-10-29,001043.OF,2.761
55,2021-11-30,001043.OF,2.862
56,2021-12-31,001043.OF,2.869
57,2022-01-28,001043.OF,2.679
58,2022-02-28,001043.OF,2.653
59,2022-03-01,001043.OF,2.687
