,time,thscode,netAssetValue
0,2017-04-28,002168.OF,1.243
1,2017-05-31,002168.OF,1.179
2,2017-06-30,002168.OF,1.276
3,2017-07-31,002168.OF,1.379
4,2017-08-31,002168.OF,1.363
5,2017-09-29,002168.OF,1.455
6,2017-10-31,002168.OF,1.484
7,2017-11-30,002168.OF,1.448
8,2017-12-29,002168.OF,1.49
9,2018-01-31,002168.OF,1.452
10,2018-02-28,002168.OF,1.41
11,2018-03-30,002168.OF,1.434
12,2018-04-27,002168.OF,1.382
13,2018-05-31,002168.OF,1.408
14,2018-06-29,002168.OF,1.273
15,2018-07-31,002168.OF,1.204
16,2018-08-31,002168.OF,1.105
17,2018-09-28,002168.OF,1.132
18,2018-10-31,002168.OF,1.013
19,2018-11-30,002168.OF,1.144
20,2018-12-28,002168.OF,1.12
21,2019-01-31,002168.OF,1.24
22,2019-02-28,002168.OF,1.389
23,2019-03-29,002168.OF,1.466
24,2019-04-30,002168.OF,1.518
25,2019-05-31,002168.OF,1.479
26,2019-06-28,002168.OF,1.462
27,2019-07-31,002168.OF,1.557
28,2019-08-30,002168.OF,1.597
29,2019-09-30,002168.OF,1.623
30,2019-10-31,002168.OF,1.591
31,2019-11-29,002168.OF,1.667
32,2019-12-31,002168.OF,1.855
33,2020-01-23,002168.OF,2.031
34,2020-02-28,002168.OF,2.178
35,2020-03-31,002168.OF,1.865
36,2020-04-30,002168.OF,2.046
37,2020-05-29,002168.OF,2.144
38,2020-06-30,002168.OF,2.429
39,2020-07-31,002168.OF,2.654
40,2020-08-31,002168.OF,2.624
41,2020-09-30,002168.OF,2.627
42,2020-10-30,002168.OF,2.776
43,2020-11-30,002168.OF,2.973
44,2020-12-31,002168.OF,3.597
45,2021-01-29,002168.OF,3.511
46,2021-02-26,002168.OF,3.26
47,2021-03-31,002168.OF,3.145
48,2021-04-30,002168.OF,3.349
49,2021-05-31,002168.OF,3.668
50,2021-06-30,002168.OF,4.126
51,2021-07-30,002168.OF,4.245
52,2021-08-31,002168.OF,4.418
53,2021-09-30,002168.OF,4.372
54,2021-10-29,002168.OF,4.723
55,2021-11-30,002168.OF,4.838
56,2021-12-31,002168.OF,4.455
57,2022-01-28,002168.OF,4.095
58,2022-02-28,002168.OF,4.124
59,2022-03-01,002168.OF,4.126
