,time,thscode,netAssetValue
0,2017-04-28,510150.OF,4.127
1,2017-05-31,510150.OF,4.227
2,2017-06-30,510150.OF,4.495
3,2017-07-31,510150.OF,4.369
4,2017-08-31,510150.OF,4.451
5,2017-09-29,510150.OF,4.685
6,2017-10-31,510150.OF,5.014
7,2017-11-30,510150.OF,4.835
8,2017-12-29,510150.OF,5.079
9,2018-01-31,510150.OF,5.213
10,2018-02-28,510150.OF,5.019
11,2018-03-30,510150.OF,5.056
12,2018-04-27,510150.OF,4.872
13,2018-05-31,510150.OF,5.472
14,2018-06-29,510150.OF,5.069
15,2018-07-31,510150.OF,4.8707
16,2018-08-31,510150.OF,4.4316
17,2018-09-28,510150.OF,4.6496
18,2018-10-31,510150.OF,3.8671
19,2018-11-30,510150.OF,3.9879
20,2018-12-28,510150.OF,3.884
21,2019-01-31,510150.OF,3.9966
22,2019-02-28,510150.OF,4.5489
23,2019-03-29,510150.OF,4.8865
24,2019-04-30,510150.OF,5.0529
25,2019-05-31,510150.OF,4.7112
26,2019-06-28,510150.OF,5.005
27,2019-07-31,510150.OF,4.9381
28,2019-08-30,510150.OF,5.2931
29,2019-09-30,510150.OF,5.2323
30,2019-10-31,510150.OF,5.348
31,2019-11-29,510150.OF,5.2945
32,2019-12-31,510150.OF,5.5208
33,2020-01-23,510150.OF,5.54
34,2020-02-28,510150.OF,5.5428
35,2020-03-31,510150.OF,5.5166
36,2020-04-30,510150.OF,5.822
37,2020-05-29,510150.OF,6.0995
38,2020-06-30,510150.OF,6.9966
39,2020-07-31,510150.OF,8.3801
40,2020-08-31,510150.OF,8.8529
41,2020-09-30,510150.OF,8.3828
42,2020-10-30,510150.OF,8.594
43,2020-11-30,510150.OF,8.5723
44,2020-12-31,510150.OF,9.996
45,2021-01-29,510150.OF,10.2497
46,2021-02-26,510150.OF,9.787
47,2021-03-31,510150.OF,9.3486
48,2021-04-30,510150.OF,9.8978
49,2021-05-31,510150.OF,0.8663
50,2021-06-30,510150.OF,0.8573
51,2021-07-30,510150.OF,0.754
52,2021-08-31,510150.OF,0.7107
53,2021-09-30,510150.OF,0.7533
54,2021-10-29,510150.OF,0.7796
55,2021-11-30,510150.OF,0.7677
56,2021-12-31,510150.OF,0.7724
57,2022-01-28,510150.OF,0.6873
58,2022-02-28,510150.OF,0.685
59,2022-03-01,510150.OF,0.6949
