,time,thscode,netAssetValue
0,2017-04-28,000942.OF,1.0109
1,2017-05-31,000942.OF,0.967
2,2017-06-30,000942.OF,1.0178
3,2017-07-31,000942.OF,0.9902
4,2017-08-31,000942.OF,1.0486
5,2017-09-29,000942.OF,1.0776
6,2017-10-31,000942.OF,1.0874
7,2017-11-30,000942.OF,1.0358
8,2017-12-29,000942.OF,1.0283
9,2018-01-31,000942.OF,0.9826
10,2018-02-28,000942.OF,1.0045
11,2018-03-30,000942.OF,1.067
12,2018-04-27,000942.OF,1.0139
13,2018-05-31,000942.OF,0.972
14,2018-06-29,000942.OF,0.8988
15,2018-07-31,000942.OF,0.8882
16,2018-08-31,000942.OF,0.8388
17,2018-09-28,000942.OF,0.805
18,2018-10-31,000942.OF,0.717
19,2018-11-30,000942.OF,0.7471
20,2018-12-28,000942.OF,0.7057
21,2019-01-31,000942.OF,0.7134
22,2019-02-28,000942.OF,0.9033
23,2019-03-29,000942.OF,0.9951
24,2019-04-30,000942.OF,0.9311
25,2019-05-31,000942.OF,0.8676
26,2019-06-28,000942.OF,0.8944
27,2019-07-31,000942.OF,0.9174
28,2019-08-30,000942.OF,0.9478
29,2019-09-30,000942.OF,0.9914
30,2019-10-31,000942.OF,0.9891
31,2019-11-29,000942.OF,0.9898
32,2019-12-31,000942.OF,1.0765
33,2020-01-23,000942.OF,1.1788
34,2020-02-28,000942.OF,1.2574
35,2020-03-31,000942.OF,1.0677
36,2020-04-30,000942.OF,1.1621
37,2020-05-29,000942.OF,1.1381
38,2020-06-30,000942.OF,1.3079
39,2020-07-31,000942.OF,1.4214
40,2020-08-31,000942.OF,1.4085
41,2020-09-30,000942.OF,1.3068
42,2020-10-30,000942.OF,1.2924
43,2020-11-30,000942.OF,1.3019
44,2020-12-31,000942.OF,1.2894
45,2021-01-29,000942.OF,1.2671
46,2021-02-26,000942.OF,1.2314
47,2021-03-31,000942.OF,1.1676
48,2021-04-30,000942.OF,1.2053
49,2021-05-31,000942.OF,1.2631
50,2021-06-30,000942.OF,1.3735
51,2021-07-30,000942.OF,1.3997
52,2021-08-31,000942.OF,1.3054
53,2021-09-30,000942.OF,1.2797
54,2021-10-29,000942.OF,1.2864
55,2021-11-30,000942.OF,1.3876
56,2021-12-31,000942.OF,1.3968
57,2022-01-28,000942.OF,1.2374
58,2022-02-28,000942.OF,1.2543
59,2022-03-01,000942.OF,1.2541
