,time,thscode,netAssetValue
0,2017-04-28,470007.OF,1.006
1,2017-05-31,470007.OF,1.005
2,2017-06-30,470007.OF,1.039
3,2017-07-31,470007.OF,1.078
4,2017-08-31,470007.OF,1.1
5,2017-09-29,470007.OF,1.097
6,2017-10-31,470007.OF,1.11
7,2017-11-30,470007.OF,1.092
8,2017-12-29,470007.OF,1.089
9,2018-01-31,470007.OF,1.133
10,2018-02-28,470007.OF,1.063
11,2018-03-30,470007.OF,1.033
12,2018-04-27,470007.OF,1.006
13,2018-05-31,470007.OF,1.013
14,2018-06-29,470007.OF,0.949
15,2018-07-31,470007.OF,0.972
16,2018-08-31,470007.OF,0.933
17,2018-09-28,470007.OF,0.971
18,2018-10-31,470007.OF,0.904
19,2018-11-30,470007.OF,0.898
20,2018-12-28,470007.OF,0.867
21,2019-01-31,470007.OF,0.902
22,2019-02-28,470007.OF,1.004
23,2019-03-29,470007.OF,1.048
24,2019-04-30,470007.OF,1.051
25,2019-05-31,470007.OF,0.995
26,2019-06-28,470007.OF,1.034
27,2019-07-31,470007.OF,1.032
28,2019-08-30,470007.OF,1.009
29,2019-09-30,470007.OF,1.015
30,2019-10-31,470007.OF,1.022
31,2019-11-29,470007.OF,1.009
32,2019-12-31,470007.OF,1.065
33,2020-01-23,470007.OF,1.021
34,2020-02-28,470007.OF,0.996
35,2020-03-31,470007.OF,0.961
36,2020-04-30,470007.OF,0.999
37,2020-05-29,470007.OF,0.993
38,2020-06-30,470007.OF,1.04
39,2020-07-31,470007.OF,1.178
40,2020-08-31,470007.OF,1.213
41,2020-09-30,470007.OF,1.159
42,2020-10-30,470007.OF,1.165
43,2020-11-30,470007.OF,1.219
44,2020-12-31,470007.OF,1.26
45,2021-01-29,470007.OF,1.222
46,2021-02-26,470007.OF,1.224
47,2021-03-31,470007.OF,1.19
48,2021-04-30,470007.OF,1.193
49,2021-05-31,470007.OF,1.245
50,2021-06-30,470007.OF,1.24
51,2021-07-30,470007.OF,1.13
52,2021-08-31,470007.OF,1.168
53,2021-09-30,470007.OF,1.179
54,2021-10-29,470007.OF,1.179
55,2021-11-30,470007.OF,1.172
56,2021-12-31,470007.OF,1.197
57,2022-01-28,470007.OF,1.081
58,2022-02-28,470007.OF,1.105
59,2022-03-01,470007.OF,1.113
