,time,thscode,netAssetValue
0,2017-04-28,202021.OF,1.2298
1,2017-05-31,202021.OF,1.2378
2,2017-06-30,202021.OF,1.2881
3,2017-07-31,202021.OF,1.3303
4,2017-08-31,202021.OF,1.3503
5,2017-09-29,202021.OF,1.3296
6,2017-10-31,202021.OF,1.3588
7,2017-11-30,202021.OF,1.3649
8,2017-12-29,202021.OF,1.3527
9,2018-01-31,202021.OF,1.4239
10,2018-02-28,202021.OF,1.3294
11,2018-03-30,202021.OF,1.2611
12,2018-04-27,202021.OF,1.2298
13,2018-05-31,202021.OF,1.2346
14,2018-06-29,202021.OF,1.1551
15,2018-07-31,202021.OF,1.1908
16,2018-08-31,202021.OF,1.1504
17,2018-09-28,202021.OF,1.1752
18,2018-10-31,202021.OF,1.0944
19,2018-11-30,202021.OF,1.0869
20,2018-12-28,202021.OF,1.0619
21,2019-01-31,202021.OF,1.0885
22,2019-02-28,202021.OF,1.2244
23,2019-03-29,202021.OF,1.2652
24,2019-04-30,202021.OF,1.2647
25,2019-05-31,202021.OF,1.171
26,2019-06-28,202021.OF,1.2255
27,2019-07-31,202021.OF,1.2376
28,2019-08-30,202021.OF,1.2114
29,2019-09-30,202021.OF,1.2088
30,2019-10-31,202021.OF,1.2109
31,2019-11-29,202021.OF,1.2055
32,2019-12-31,202021.OF,1.2885
33,2020-01-23,202021.OF,1.2413
34,2020-02-28,202021.OF,1.2221
35,2020-03-31,202021.OF,1.1651
36,2020-04-30,202021.OF,1.1878
37,2020-05-29,202021.OF,1.1551
38,2020-06-30,202021.OF,1.1955
39,2020-07-31,202021.OF,1.3706
40,2020-08-31,202021.OF,1.4395
41,2020-09-30,202021.OF,1.3888
42,2020-10-30,202021.OF,1.4212
43,2020-11-30,202021.OF,1.53
44,2020-12-31,202021.OF,1.5018
45,2021-01-29,202021.OF,1.5091
46,2021-02-26,202021.OF,1.5632
47,2021-03-31,202021.OF,1.5309
48,2021-04-30,202021.OF,1.5319
49,2021-05-31,202021.OF,1.5518
50,2021-06-30,202021.OF,1.5305
51,2021-07-30,202021.OF,1.493
52,2021-08-31,202021.OF,1.636
53,2021-09-30,202021.OF,1.6475
54,2021-10-29,202021.OF,1.624
55,2021-11-30,202021.OF,1.5822
56,2021-12-31,202021.OF,1.6638
57,2022-01-28,202021.OF,1.5968
58,2022-02-28,202021.OF,1.6285
59,2022-03-01,202021.OF,1.6426
