,time,thscode,netAssetValue
0,2017-04-28,001631.OF,1.1404
1,2017-05-31,001631.OF,1.1383
2,2017-06-30,001631.OF,1.2258
3,2017-07-31,001631.OF,1.2501
4,2017-08-31,001631.OF,1.2777
5,2017-09-29,001631.OF,1.3533
6,2017-10-31,001631.OF,1.4421
7,2017-11-30,001631.OF,1.3653
8,2017-12-29,001631.OF,1.4839
9,2018-01-31,001631.OF,1.543
10,2018-02-28,001631.OF,1.438
11,2018-03-30,001631.OF,1.3874
12,2018-04-27,001631.OF,1.3836
13,2018-05-31,001631.OF,1.6237
14,2018-06-29,001631.OF,1.4355
15,2018-07-31,001631.OF,1.4212
16,2018-08-31,001631.OF,1.2701
17,2018-09-28,001631.OF,1.362
18,2018-10-31,001631.OF,1.0982
19,2018-11-30,001631.OF,1.1539
20,2018-12-28,001631.OF,1.1485
21,2019-01-31,001631.OF,1.2219
22,2019-02-28,001631.OF,1.3757
23,2019-03-29,001631.OF,1.5985
24,2019-04-30,001631.OF,1.6548
25,2019-05-31,001631.OF,1.6151
26,2019-06-28,001631.OF,1.7587
27,2019-07-31,001631.OF,1.7262
28,2019-08-30,001631.OF,1.8301
29,2019-09-30,001631.OF,1.7754
30,2019-10-31,001631.OF,1.8018
31,2019-11-29,001631.OF,1.7795
32,2019-12-31,001631.OF,1.8524
33,2020-01-23,001631.OF,1.7887
34,2020-02-28,001631.OF,1.7577
35,2020-03-31,001631.OF,1.8572
36,2020-04-30,001631.OF,1.9649
37,2020-05-29,001631.OF,2.164
38,2020-06-30,001631.OF,2.3522
39,2020-07-31,001631.OF,2.7794
40,2020-08-31,001631.OF,3.1516
41,2020-09-30,001631.OF,2.853
42,2020-10-30,001631.OF,2.9761
43,2020-11-30,001631.OF,3.0277
44,2020-12-31,001631.OF,3.566
45,2021-01-29,001631.OF,3.5834
46,2021-02-26,001631.OF,3.3346
47,2021-03-31,001631.OF,3.2154
48,2021-04-30,001631.OF,3.462
49,2021-05-31,001631.OF,3.7256
50,2021-06-30,001631.OF,3.5283
51,2021-07-30,001631.OF,2.9307
52,2021-08-31,001631.OF,2.8536
53,2021-09-30,001631.OF,3.144
54,2021-10-29,001631.OF,3.2413
55,2021-11-30,001631.OF,3.2259
56,2021-12-31,001631.OF,3.3216
57,2022-01-28,001631.OF,2.955
58,2022-02-28,001631.OF,2.9806
59,2022-03-01,001631.OF,3.0381
