,time,thscode,netAssetValue
0,2017-04-28,501050.OF,1.014
1,2017-05-31,501050.OF,1.058
2,2017-06-30,501050.OF,1.076
3,2017-07-31,501050.OF,1.113
4,2017-08-31,501050.OF,1.141
5,2017-09-29,501050.OF,
6,2017-10-31,501050.OF,1.18
7,2017-11-30,501050.OF,1.189
8,2017-12-29,501050.OF,1.202
9,2018-01-31,501050.OF,1.324
10,2018-02-28,501050.OF,1.219
11,2018-03-30,501050.OF,
12,2018-04-27,501050.OF,
13,2018-05-31,501050.OF,1.166
14,2018-06-29,501050.OF,1.107
15,2018-07-31,501050.OF,1.151
16,2018-08-31,501050.OF,1.117
17,2018-09-28,501050.OF,
18,2018-10-31,501050.OF,1.094
19,2018-11-30,501050.OF,1.109
20,2018-12-28,501050.OF,
21,2019-01-31,501050.OF,
22,2019-02-28,501050.OF,1.22
23,2019-03-29,501050.OF,1.249
24,2019-04-30,501050.OF,
25,2019-05-31,501050.OF,1.206
26,2019-06-28,501050.OF,1.29
27,2019-07-31,501050.OF,1.29
28,2019-08-30,501050.OF,1.27
29,2019-09-30,501050.OF,
30,2019-10-31,501050.OF,1.314
31,2019-11-29,501050.OF,1.292
32,2019-12-31,501050.OF,1.382
33,2020-01-23,501050.OF,
34,2020-02-28,501050.OF,1.292
35,2020-03-31,501050.OF,1.229
36,2020-04-30,501050.OF,
37,2020-05-29,501050.OF,1.285
38,2020-06-30,501050.OF,1.345
39,2020-07-31,501050.OF,1.485
40,2020-08-31,501050.OF,1.49
41,2020-09-30,501050.OF,1.427
42,2020-10-30,501050.OF,1.441
43,2020-11-30,501050.OF,1.525
44,2020-12-31,501050.OF,1.637
45,2021-01-29,501050.OF,1.69
46,2021-02-26,501050.OF,1.702
47,2021-03-31,501050.OF,1.636
48,2021-04-30,501050.OF,1.616
49,2021-05-31,501050.OF,1.69
50,2021-06-30,501050.OF,1.638
51,2021-07-30,501050.OF,1.492
52,2021-08-31,501050.OF,1.47
53,2021-09-30,501050.OF,1.517
54,2021-10-29,501050.OF,1.545
55,2021-11-30,501050.OF,1.493
56,2021-12-31,501050.OF,1.539
57,2022-01-28,501050.OF,1.461
58,2022-02-28,501050.OF,1.465
59,2022-03-01,501050.OF,1.484
