,time,thscode,netAssetValue
0,2017-04-28,002984.OF,0.7745
1,2017-05-31,002984.OF,0.7268
2,2017-06-30,002984.OF,0.7507
3,2017-07-31,002984.OF,0.7442
4,2017-08-31,002984.OF,0.7692
5,2017-09-29,002984.OF,0.8045
6,2017-10-31,002984.OF,0.8128
7,2017-11-30,002984.OF,0.7652
8,2017-12-29,002984.OF,0.7625
9,2018-01-31,002984.OF,0.7266
10,2018-02-28,002984.OF,0.7023
11,2018-03-30,002984.OF,0.7209
12,2018-04-27,002984.OF,0.6861
13,2018-05-31,002984.OF,0.6604
14,2018-06-29,002984.OF,0.598
15,2018-07-31,002984.OF,0.5923
16,2018-08-31,002984.OF,0.5387
17,2018-09-28,002984.OF,0.537
18,2018-10-31,002984.OF,0.4812
19,2018-11-30,002984.OF,0.5046
20,2018-12-28,002984.OF,0.4876
21,2019-01-31,002984.OF,0.4878
22,2019-02-28,002984.OF,0.5664
23,2019-03-29,002984.OF,0.6068
24,2019-04-30,002984.OF,0.5803
25,2019-05-31,002984.OF,0.5475
26,2019-06-28,002984.OF,0.5492
27,2019-07-31,002984.OF,0.5477
28,2019-08-30,002984.OF,0.5372
29,2019-09-30,002984.OF,0.5428
30,2019-10-31,002984.OF,0.5329
31,2019-11-29,002984.OF,0.5391
32,2019-12-31,002984.OF,0.5841
33,2020-01-23,002984.OF,0.6109
34,2020-02-28,002984.OF,0.6116
35,2020-03-31,002984.OF,0.5496
36,2020-04-30,002984.OF,0.5774
37,2020-05-29,002984.OF,0.5744
38,2020-06-30,002984.OF,0.6298
39,2020-07-31,002984.OF,0.721
40,2020-08-31,002984.OF,0.7309
41,2020-09-30,002984.OF,0.7252
42,2020-10-30,002984.OF,0.7533
43,2020-11-30,002984.OF,0.7805
44,2020-12-31,002984.OF,0.8977
45,2021-01-29,002984.OF,0.9396
46,2021-02-26,002984.OF,0.8854
47,2021-03-31,002984.OF,0.8531
48,2021-04-30,002984.OF,0.9003
49,2021-05-31,002984.OF,0.9795
50,2021-06-30,002984.OF,1.0914
51,2021-07-30,002984.OF,1.1883
52,2021-08-31,002984.OF,1.2831
53,2021-09-30,002984.OF,1.277
54,2021-10-29,002984.OF,1.3769
55,2021-11-30,002984.OF,1.3516
56,2021-12-31,002984.OF,1.276
57,2022-01-28,002984.OF,1.1411
58,2022-02-28,002984.OF,1.1964
59,2022-03-01,002984.OF,1.1993
