,time,thscode,netAssetValue
0,2017-04-28,163821.OF,1.443
1,2017-05-31,163821.OF,1.41
2,2017-06-30,163821.OF,1.472
3,2017-07-31,163821.OF,1.499
4,2017-08-31,163821.OF,1.529
5,2017-09-29,163821.OF,1.528
6,2017-10-31,163821.OF,1.542
7,2017-11-30,163821.OF,1.499
8,2017-12-29,163821.OF,1.493
9,2018-01-31,163821.OF,1.537
10,2018-02-28,163821.OF,1.468
11,2018-03-30,163821.OF,1.448
12,2018-04-27,163821.OF,1.399
13,2018-05-31,163821.OF,1.397
14,2018-06-29,163821.OF,1.285
15,2018-07-31,163821.OF,1.288
16,2018-08-31,163821.OF,1.216
17,2018-09-28,163821.OF,1.234
18,2018-10-31,163821.OF,1.138
19,2018-11-30,163821.OF,1.149
20,2018-12-28,163821.OF,1.095
21,2019-01-31,163821.OF,1.122
22,2019-02-28,163821.OF,1.318
23,2019-03-29,163821.OF,1.404
24,2019-04-30,163821.OF,1.372
25,2019-05-31,163821.OF,1.285
26,2019-06-28,163821.OF,1.334
27,2019-07-31,163821.OF,1.346
28,2019-08-30,163821.OF,1.339
29,2019-09-30,163821.OF,1.355
30,2019-10-31,163821.OF,1.371
31,2019-11-29,163821.OF,1.386
32,2019-12-31,163821.OF,1.499
33,2020-01-23,163821.OF,1.503
34,2020-02-28,163821.OF,1.523
35,2020-03-31,163821.OF,1.427
36,2020-04-30,163821.OF,1.504
37,2020-05-29,163821.OF,1.501
38,2020-06-30,163821.OF,1.63
39,2020-07-31,163821.OF,1.935
40,2020-08-31,163821.OF,2.011
41,2020-09-30,163821.OF,1.915
42,2020-10-30,163821.OF,1.941
43,2020-11-30,163821.OF,2.049
44,2020-12-31,163821.OF,2.085
45,2021-01-29,163821.OF,2.102
46,2021-02-26,163821.OF,2.107
47,2021-03-31,163821.OF,2.026
48,2021-04-30,163821.OF,2.046
49,2021-05-31,163821.OF,2.124
50,2021-06-30,163821.OF,2.124
51,2021-07-30,163821.OF,2.032
52,2021-08-31,163821.OF,2.081
53,2021-09-30,163821.OF,2.086
54,2021-10-29,163821.OF,2.072
55,2021-11-30,163821.OF,2.066
56,2021-12-31,163821.OF,2.123
57,2022-01-28,163821.OF,1.956
58,2022-02-28,163821.OF,1.972
59,2022-03-01,163821.OF,1.982
