,time,thscode,netAssetValue
0,2017-04-28,700002.OF,1.543
1,2017-05-31,700002.OF,1.489
2,2017-06-30,700002.OF,1.592
3,2017-07-31,700002.OF,1.622
4,2017-08-31,700002.OF,1.656
5,2017-09-29,700002.OF,1.692
6,2017-10-31,700002.OF,1.775
7,2017-11-30,700002.OF,1.735
8,2017-12-29,700002.OF,1.762
9,2018-01-31,700002.OF,1.841
10,2018-02-28,700002.OF,1.744
11,2018-03-30,700002.OF,1.73
12,2018-04-27,700002.OF,1.626
13,2018-05-31,700002.OF,1.621
14,2018-06-29,700002.OF,1.5
15,2018-07-31,700002.OF,1.474
16,2018-08-31,700002.OF,1.347
17,2018-09-28,700002.OF,1.341
18,2018-10-31,700002.OF,1.198
19,2018-11-30,700002.OF,1.227
20,2018-12-28,700002.OF,1.173
21,2019-01-31,700002.OF,1.231
22,2019-02-28,700002.OF,1.446
23,2019-03-29,700002.OF,1.59
24,2019-04-30,700002.OF,1.58
25,2019-05-31,700002.OF,1.474
26,2019-06-28,700002.OF,1.532
27,2019-07-31,700002.OF,1.572
28,2019-08-30,700002.OF,1.596
29,2019-09-30,700002.OF,1.601
30,2019-10-31,700002.OF,1.629
31,2019-11-29,700002.OF,1.63
32,2019-12-31,700002.OF,1.762
33,2020-01-23,700002.OF,1.811
34,2020-02-28,700002.OF,1.879
35,2020-03-31,700002.OF,1.709
36,2020-04-30,700002.OF,1.859
37,2020-05-29,700002.OF,1.884
38,2020-06-30,700002.OF,2.125
39,2020-07-31,700002.OF,2.402
40,2020-08-31,700002.OF,2.463
41,2020-09-30,700002.OF,2.353
42,2020-10-30,700002.OF,2.416
43,2020-11-30,700002.OF,2.499
44,2020-12-31,700002.OF,2.71
45,2021-01-29,700002.OF,2.829
46,2021-02-26,700002.OF,2.741
47,2021-03-31,700002.OF,2.588
48,2021-04-30,700002.OF,2.764
49,2021-05-31,700002.OF,2.894
50,2021-06-30,700002.OF,3.042
51,2021-07-30,700002.OF,2.89
52,2021-08-31,700002.OF,2.83
53,2021-09-30,700002.OF,2.923
54,2021-10-29,700002.OF,2.967
55,2021-11-30,700002.OF,2.99
56,2021-12-31,700002.OF,3.058
57,2022-01-28,700002.OF,2.749
58,2022-02-28,700002.OF,2.743
59,2022-03-01,700002.OF,2.754
