,time,thscode,netAssetValue
0,2017-04-28,001195.OF,0.57
1,2017-05-31,001195.OF,0.554
2,2017-06-30,001195.OF,0.579
3,2017-07-31,001195.OF,0.575
4,2017-08-31,001195.OF,0.607
5,2017-09-29,001195.OF,0.615
6,2017-10-31,001195.OF,0.647
7,2017-11-30,001195.OF,0.604
8,2017-12-29,001195.OF,0.64
9,2018-01-31,001195.OF,0.647
10,2018-02-28,001195.OF,0.612
11,2018-03-30,001195.OF,0.592
12,2018-04-27,001195.OF,0.581
13,2018-05-31,001195.OF,0.662
14,2018-06-29,001195.OF,0.626
15,2018-07-31,001195.OF,0.622
16,2018-08-31,001195.OF,0.555
17,2018-09-28,001195.OF,0.583
18,2018-10-31,001195.OF,0.499
19,2018-11-30,001195.OF,0.519
20,2018-12-28,001195.OF,0.507
21,2019-01-31,001195.OF,0.538
22,2019-02-28,001195.OF,0.621
23,2019-03-29,001195.OF,0.68
24,2019-04-30,001195.OF,0.738
25,2019-05-31,001195.OF,0.714
26,2019-06-28,001195.OF,0.669
27,2019-07-31,001195.OF,0.734
28,2019-08-30,001195.OF,0.736
29,2019-09-30,001195.OF,0.716
30,2019-10-31,001195.OF,0.795
31,2019-11-29,001195.OF,0.744
32,2019-12-31,001195.OF,0.765
33,2020-01-23,001195.OF,0.752
34,2020-02-28,001195.OF,0.826
35,2020-03-31,001195.OF,0.83
36,2020-04-30,001195.OF,0.87
37,2020-05-29,001195.OF,0.897
38,2020-06-30,001195.OF,1.021
39,2020-07-31,001195.OF,1.229
40,2020-08-31,001195.OF,1.267
41,2020-09-30,001195.OF,1.197
42,2020-10-30,001195.OF,1.257
43,2020-11-30,001195.OF,1.242
44,2020-12-31,001195.OF,1.333
45,2021-01-29,001195.OF,1.372
46,2021-02-26,001195.OF,1.389
47,2021-03-31,001195.OF,1.339
48,2021-04-30,001195.OF,1.408
49,2021-05-31,001195.OF,1.45
50,2021-06-30,001195.OF,1.471
51,2021-07-30,001195.OF,1.353
52,2021-08-31,001195.OF,1.338
53,2021-09-30,001195.OF,1.332
54,2021-10-29,001195.OF,1.342
55,2021-11-30,001195.OF,1.401
56,2021-12-31,001195.OF,1.409
57,2022-01-28,001195.OF,1.288
58,2022-02-28,001195.OF,1.277
59,2022-03-01,001195.OF,1.287
