,time,thscode,netAssetValue
0,2017-04-28,165520.OF,1.03
1,2017-05-31,165520.OF,0.975
2,2017-06-30,165520.OF,1.06
3,2017-07-31,165520.OF,1.289
4,2017-08-31,165520.OF,1.344
5,2017-09-29,165520.OF,1.346
6,2017-10-31,165520.OF,1.285
7,2017-11-30,165520.OF,1.223
8,2017-12-29,165520.OF,1.226
9,2018-01-31,165520.OF,1.22
10,2018-02-28,165520.OF,1.196
11,2018-03-30,165520.OF,1.159
12,2018-04-27,165520.OF,1.093
13,2018-05-31,165520.OF,1.067
14,2018-06-29,165520.OF,0.979
15,2018-07-31,165520.OF,0.965
16,2018-08-31,165520.OF,0.873
17,2018-09-28,165520.OF,0.891
18,2018-10-31,165520.OF,0.811
19,2018-11-30,165520.OF,0.802
20,2018-12-28,165520.OF,0.749
21,2019-01-31,165520.OF,0.736
22,2019-02-28,165520.OF,0.885
23,2019-03-29,165520.OF,0.901
24,2019-04-30,165520.OF,0.851
25,2019-05-31,165520.OF,0.859
26,2019-06-28,165520.OF,0.884
27,2019-07-31,165520.OF,0.851
28,2019-08-30,165520.OF,0.86
29,2019-09-30,165520.OF,0.833
30,2019-10-31,165520.OF,0.802
31,2019-11-29,165520.OF,0.829
32,2019-12-31,165520.OF,0.929
33,2020-01-23,165520.OF,0.918
34,2020-02-28,165520.OF,0.892
35,2020-03-31,165520.OF,0.806
36,2020-04-30,165520.OF,0.824
37,2020-05-29,165520.OF,0.846
38,2020-06-30,165520.OF,0.89
39,2020-07-31,165520.OF,1.073
40,2020-08-31,165520.OF,1.084
41,2020-09-30,165520.OF,0.996
42,2020-10-30,165520.OF,1.024
43,2020-11-30,165520.OF,1.258
44,2020-12-31,165520.OF,1.297
45,2021-01-29,165520.OF,1.39
46,2021-02-26,165520.OF,1.529
47,2021-03-31,165520.OF,1.352
48,2021-04-30,165520.OF,1.478
49,2021-05-31,165520.OF,1.599
50,2021-06-30,165520.OF,1.509
51,2021-07-30,165520.OF,1.928
52,2021-08-31,165520.OF,2.2233
53,2021-09-30,165520.OF,1.8782
54,2021-10-29,165520.OF,1.8776
55,2021-11-30,165520.OF,1.9235
56,2021-12-31,165520.OF,1.7897
57,2022-01-28,165520.OF,1.6348
58,2022-02-28,165520.OF,1.9071
59,2022-03-01,165520.OF,1.8689
