,time,thscode,netAssetValue
0,2017-04-28,540012.OF,1.5515
1,2017-05-31,540012.OF,1.6255
2,2017-06-30,540012.OF,1.7219
3,2017-07-31,540012.OF,1.7631
4,2017-08-31,540012.OF,1.7899
5,2017-09-29,540012.OF,1.4287
6,2017-10-31,540012.OF,1.5471
7,2017-11-30,540012.OF,1.5614
8,2017-12-29,540012.OF,1.5952
9,2018-01-31,540012.OF,1.7345
10,2018-02-28,540012.OF,1.637
11,2018-03-30,540012.OF,1.5621
12,2018-04-27,540012.OF,1.4917
13,2018-05-31,540012.OF,1.5234
14,2018-06-29,540012.OF,1.4608
15,2018-07-31,540012.OF,1.4817
16,2018-08-31,540012.OF,1.4139
17,2018-09-28,540012.OF,1.4721
18,2018-10-31,540012.OF,1.3286
19,2018-11-30,540012.OF,1.3229
20,2018-12-28,540012.OF,1.2843
21,2019-01-31,540012.OF,1.3813
22,2019-02-28,540012.OF,1.523
23,2019-03-29,540012.OF,1.5811
24,2019-04-30,540012.OF,1.6422
25,2019-05-31,540012.OF,1.5366
26,2019-06-28,540012.OF,1.6326
27,2019-07-31,540012.OF,1.6693
28,2019-08-30,540012.OF,1.6875
29,2019-09-30,540012.OF,1.6992
30,2019-10-31,540012.OF,1.7394
31,2019-11-29,540012.OF,1.7125
32,2019-12-31,540012.OF,1.5909
33,2020-01-23,540012.OF,1.5397
34,2020-02-28,540012.OF,1.5014
35,2020-03-31,540012.OF,1.4337
36,2020-04-30,540012.OF,1.5012
37,2020-05-29,540012.OF,1.5076
38,2020-06-30,540012.OF,1.6047
39,2020-07-31,540012.OF,1.8004
40,2020-08-31,540012.OF,1.8719
41,2020-09-30,540012.OF,1.8182
42,2020-10-30,540012.OF,1.8937
43,2020-11-30,540012.OF,2.0237
44,2020-12-31,540012.OF,2.155
45,2021-01-29,540012.OF,2.1981
46,2021-02-26,540012.OF,2.2304
47,2021-03-31,540012.OF,2.1126
48,2021-04-30,540012.OF,2.1126
49,2021-05-31,540012.OF,2.1658
50,2021-06-30,540012.OF,2.0903
51,2021-07-30,540012.OF,1.8918
52,2021-08-31,540012.OF,1.8427
53,2021-09-30,540012.OF,1.933
54,2021-10-29,540012.OF,1.9037
55,2021-11-30,540012.OF,1.8638
56,2021-12-31,540012.OF,1.964
57,2022-01-28,540012.OF,1.8497
58,2022-02-28,540012.OF,1.8424
59,2022-03-01,540012.OF,1.8608
