,time,thscode,netAssetValue
0,2017-04-28,590007.OF,1.62
1,2017-05-31,590007.OF,1.509
2,2017-06-30,590007.OF,1.109
3,2017-07-31,590007.OF,1.115
4,2017-08-31,590007.OF,1.135
5,2017-09-29,590007.OF,1.161
6,2017-10-31,590007.OF,1.165
7,2017-11-30,590007.OF,1.114
8,2017-12-29,590007.OF,1.126
9,2018-01-31,590007.OF,1.124
10,2018-02-28,590007.OF,1.091
11,2018-03-30,590007.OF,1.089
12,2018-04-27,590007.OF,1.048
13,2018-05-31,590007.OF,1.065
14,2018-06-29,590007.OF,0.98
15,2018-07-31,590007.OF,0.978
16,2018-08-31,590007.OF,0.908
17,2018-09-28,590007.OF,0.92
18,2018-10-31,590007.OF,0.815
19,2018-11-30,590007.OF,0.836
20,2018-12-28,590007.OF,0.81
21,2019-01-31,590007.OF,0.811
22,2019-02-28,590007.OF,0.929
23,2019-03-29,590007.OF,1.004
24,2019-04-30,590007.OF,0.963
25,2019-05-31,590007.OF,0.916
26,2019-06-28,590007.OF,0.929
27,2019-07-31,590007.OF,0.926
28,2019-08-30,590007.OF,0.938
29,2019-09-30,590007.OF,0.945
30,2019-10-31,590007.OF,0.943
31,2019-11-29,590007.OF,0.947
32,2019-12-31,590007.OF,1.0083
33,2020-01-23,590007.OF,1.0195
34,2020-02-28,590007.OF,1.0555
35,2020-03-31,590007.OF,0.9899
36,2020-04-30,590007.OF,1.0601
37,2020-05-29,590007.OF,1.0928
38,2020-06-30,590007.OF,1.1725
39,2020-07-31,590007.OF,1.3336
40,2020-08-31,590007.OF,1.3786
41,2020-09-30,590007.OF,1.2928
42,2020-10-30,590007.OF,1.2789
43,2020-11-30,590007.OF,1.3055
44,2020-12-31,590007.OF,1.3229
45,2021-01-29,590007.OF,1.3632
46,2021-02-26,590007.OF,1.2998
47,2021-03-31,590007.OF,1.2503
48,2021-04-30,590007.OF,1.2972
49,2021-05-31,590007.OF,1.3194
50,2021-06-30,590007.OF,1.3511
51,2021-07-30,590007.OF,1.3918
52,2021-08-31,590007.OF,1.5041
53,2021-09-30,590007.OF,1.4397
54,2021-10-29,590007.OF,1.4016
55,2021-11-30,590007.OF,1.4319
56,2021-12-31,590007.OF,1.462
57,2022-01-28,590007.OF,1.3243
58,2022-02-28,590007.OF,1.3778
59,2022-03-01,590007.OF,1.3854
