,time,thscode,netAssetValue
0,2017-04-28,519100.OF,1.001
1,2017-05-31,519100.OF,1.0491
2,2017-06-30,519100.OF,1.1062
3,2017-07-31,519100.OF,1.1381
4,2017-08-31,519100.OF,1.1677
5,2017-09-29,519100.OF,1.1685
6,2017-10-31,519100.OF,1.233
7,2017-11-30,519100.OF,1.2484
8,2017-12-29,519100.OF,1.2527
9,2018-01-31,519100.OF,1.3545
10,2018-02-28,519100.OF,1.2646
11,2018-03-30,519100.OF,1.2099
12,2018-04-27,519100.OF,1.1694
13,2018-05-31,519100.OF,1.1867
14,2018-06-29,519100.OF,1.118
15,2018-07-31,519100.OF,1.1379
16,2018-08-31,519100.OF,1.0962
17,2018-09-28,519100.OF,1.1403
18,2018-10-31,519100.OF,1.0594
19,2018-11-30,519100.OF,1.0583
20,2018-12-28,519100.OF,1.0053
21,2019-01-31,519100.OF,1.0786
22,2019-02-28,519100.OF,1.2057
23,2019-03-29,519100.OF,1.2548
24,2019-04-30,519100.OF,1.2931
25,2019-05-31,519100.OF,1.2085
26,2019-06-28,519100.OF,1.2929
27,2019-07-31,519100.OF,1.305
28,2019-08-30,519100.OF,1.2936
29,2019-09-30,519100.OF,1.3013
30,2019-10-31,519100.OF,1.3274
31,2019-11-29,519100.OF,1.3059
32,2019-12-31,519100.OF,1.3856
33,2020-01-23,519100.OF,1.3458
34,2020-02-28,519100.OF,1.3225
35,2020-03-31,519100.OF,1.2514
36,2020-04-30,519100.OF,1.327
37,2020-05-29,519100.OF,1.3167
38,2020-06-30,519100.OF,1.4153
39,2020-07-31,519100.OF,1.6202
40,2020-08-31,519100.OF,1.7067
41,2020-09-30,519100.OF,1.6564
42,2020-10-30,519100.OF,1.7114
43,2020-11-30,519100.OF,1.8313
44,2020-12-31,519100.OF,1.9298
45,2021-01-29,519100.OF,1.5281
46,2021-02-26,519100.OF,1.5339
47,2021-03-31,519100.OF,1.4614
48,2021-04-30,519100.OF,1.4783
49,2021-05-31,519100.OF,1.5317
50,2021-06-30,519100.OF,1.4987
51,2021-07-30,519100.OF,1.3595
52,2021-08-31,519100.OF,1.3625
53,2021-09-30,519100.OF,1.4205
54,2021-10-29,519100.OF,1.4393
55,2021-11-30,519100.OF,1.4071
56,2021-12-31,519100.OF,1.4577
57,2022-01-28,519100.OF,1.3713
58,2022-02-28,519100.OF,1.3648
59,2022-03-01,519100.OF,1.3795
